scaffold,start,end,mid,sites,pi_Meadow,pi_Lake,dxy_Meadow_Lake,Fst_Meadow_Lake,INFO
NC_045544.1,137227502,137227502,137227502,1,0.4621,0.4728,0.462,-0.0053,PPM1D
NC_045544.1,137968438,137968438,137968438,1,0.066,0.0895,0.0775,-0.0022,RAD51C
NC_045544.1,137979401,137979401,137979401,1,0.4994,0.4959,0.4956,-0.0021,RAD51C
NC_045544.1,137979443,137979443,137979443,1,0.4994,0.4959,0.4956,-0.002,RAD51C
NC_045544.1,137983969,137983969,137983969,1,0.02,0.0238,0.0217,-0.0153,RAD51C
NC_045544.1,138015222,138015222,138015222,1,0.5019,0.5019,0.5004,-0.0015,RAD51C
NC_045544.1,139211861,139211861,139211861,1,0.5031,0.5038,0.5004,-0.0029,SPATA22
NC_045544.1,139214880,139214880,139214880,1,0.1382,0.0997,0.1189,0.0004,SPATA22
NC_045544.1,139215631,139215631,139215631,1,0.5007,0.5019,0.5008,-0.0005,SPATA22
NC_045544.1,139218458,139218458,139218458,1,0.4499,0.4525,0.4491,-0.0024,SPATA22
NC_045544.1,139219088,139219088,139219088,1,0.4228,0.4334,0.4263,-0.0022,SPATA22
NC_045544.1,139219112,139219112,139219112,1,0.502,0.5019,0.5004,-0.0016,SPATA22
NC_045544.1,142314549,142314549,142314549,1,0.4944,0.3791,0.4583,-0.0007,SMG6
NC_045544.1,142314625,142314625,142314625,1,0.2218,0.0652,0.15,-0.0256,SMG6
NC_045544.1,142314896,142314896,142314896,1,0.1787,0.097,0.139,-0.02,SMG6
NC_045544.1,142314912,142314912,142314912,1,0.3517,0.4644,0.4232,0.0231,SMG6
NC_045544.1,142314955,142314955,142314955,1,0.1871,0.0874,0.1395,-0.0064,SMG6
NC_045544.1,142315181,142315181,142315181,1,0.4106,0.3288,0.3731,-0.0055,SMG6
NC_045544.1,142315294,142315294,142315294,1,0.028,0.0123,0.0201,-0.0182,SMG6
NC_045544.1,142315338,142315338,142315338,1,0.4822,0.4661,0.4722,-0.0029,SMG6
NC_045544.1,142315524,142315524,142315524,1,0.2594,0.1793,0.221,0.0044,SMG6
NC_045544.1,142315551,142315551,142315551,1,0.2475,0.2556,0.2502,-0.0022,SMG6
NC_045544.1,142315716,142315716,142315716,1,0.0,0.1117,0.0591,0.0569,SMG6
NC_045544.1,142315888,142315888,142315888,1,0.0892,0.0845,0.0864,-0.0029,SMG6
NC_045544.1,142315935,142315935,142315935,1,0.118,0.0,0.0625,0.0018,SMG6
NC_045544.1,142317056,142317056,142317056,1,0.2046,0.236,0.2196,0.0026,SMG6
NC_045544.1,142317563,142317563,142317563,1,0.132,0.1372,0.1339,-0.0022,SMG6
NC_045544.1,142319879,142319879,142319879,1,0.0754,0.1462,0.1118,0.0288,SMG6
NC_045544.1,142319987,142319987,142319987,1,0.0703,0.1245,0.0977,0.0196,SMG6
NC_045544.1,142320006,142320006,142320006,1,0.1318,0.0718,0.1021,-0.0263,SMG6
NC_045544.1,142320010,142320010,142320010,1,0.032,0.0268,0.0292,-0.0093,SMG6
NC_045544.1,142338033,142338033,142338033,1,0.0695,0.0714,0.0699,-0.0031,SMG6
NC_045544.1,142342402,142342402,142342402,1,0.0,0.1084,0.0568,0.1216,SMG6
NC_045544.1,142367475,142367475,142367475,1,0.0122,0.0505,0.0316,0.0375,SMG6
NC_045545.1,268582,268582,268582,1,0.3464,0.3144,0.3289,-0.0051,CFH
NC_045545.1,268625,268625,268625,1,0.3854,0.3471,0.365,-0.0051,CFH
NC_045545.1,268631,268631,268631,1,0.2147,0.171,0.1922,-0.0097,CFH
NC_045545.1,268658,268658,268658,1,0.3927,0.3742,0.3811,-0.0044,CFH
NC_045545.1,268667,268667,268667,1,0.4516,0.4252,0.4364,-0.0036,CFH
NC_045545.1,275946,275946,275946,1,0.502,0.4989,0.5031,0.0024,CFH
NC_045545.1,278856,278856,278856,1,0.4949,0.483,0.4868,-0.0029,CFH
NC_045545.1,278857,278857,278857,1,0.1373,0.0956,0.1162,-0.0113,CFH
NC_045545.1,278868,278868,278868,1,0.1621,0.1502,0.1551,-0.0054,CFH
NC_045545.1,278963,278963,278963,1,0.1666,0.1811,0.1727,-0.0002,CFH
NC_045545.1,280887,280887,280887,1,0.4462,0.4632,0.4522,-0.001,CFH
NC_045545.1,280948,280948,280948,1,0.4131,0.3399,0.3792,-0.0028,CFH
NC_045545.1,280974,280974,280974,1,0.4576,0.4108,0.4351,-0.0018,CFH
NC_045545.1,280991,280991,280991,1,0.0793,0.1502,0.1156,0.0359,CFH
NC_045545.1,280996,280996,280996,1,0.3058,0.2465,0.2761,-0.0049,CFH
NC_045545.1,281025,281025,281025,1,0.3566,0.3529,0.3521,-0.0041,CFH
NC_045545.1,282507,282507,282507,1,0.331,0.3953,0.3641,0.0066,CFH
NC_045545.1,282546,282546,282546,1,0.4221,0.4429,0.4301,-0.0011,CFH
NC_045545.1,282554,282554,282554,1,0.4873,0.4837,0.4819,-0.004,CFH
NC_045545.1,282566,282566,282566,1,0.4021,0.4207,0.4088,-0.0013,CFH
NC_045545.1,282569,282569,282569,1,0.4616,0.4827,0.4706,-0.0002,CFH
NC_045545.1,282587,282587,282587,1,0.0,0.0863,0.0449,0.0712,CFH
NC_045545.1,282605,282605,282605,1,0.4044,0.4287,0.4143,-0.0019,CFH
NC_045545.1,282617,282617,282617,1,0.134,0.2036,0.1691,0.0193,CFH
NC_045545.1,282629,282629,282629,1,0.1058,0.2032,0.1568,0.0338,CFH
NC_045545.1,282637,282637,282637,1,0.4406,0.4948,0.477,0.0144,CFH
NC_045545.1,282650,282650,282650,1,0.3882,0.4013,0.3917,-0.0016,CFH
NC_045545.1,283284,283284,283284,1,0.5031,0.501,0.502,-0.0001,CFH
NC_045545.1,283290,283290,283290,1,0.1847,0.2322,0.2076,0.0049,CFH
NC_045545.1,283294,283294,283294,1,0.5192,0.5087,0.5103,-0.0044,CFH
NC_045545.1,283299,283299,283299,1,0.5003,0.4857,0.491,-0.0029,CFH
NC_045545.1,283347,283347,283347,1,0.4657,0.5618,0.5181,0.009,CFH
NC_045545.1,283362,283362,283362,1,0.4992,0.4902,0.4905,-0.0053,CFH
NC_045545.1,283396,283396,283396,1,0.5003,0.4929,0.4929,-0.004,CFH
NC_045545.1,283408,283408,283408,1,0.4329,0.4602,0.4443,-0.0011,CFH
NC_045545.1,284319,284319,284319,1,0.2114,0.2345,0.2216,0.0012,CFH
NC_045545.1,284334,284334,284334,1,0.4715,0.4459,0.4571,-0.0038,CFH
NC_045545.1,284388,284388,284388,1,0.4988,0.491,0.4915,-0.0036,CFH
NC_045545.1,284429,284429,284429,1,0.4914,0.4737,0.4787,-0.005,CFH
NC_045545.1,284467,284467,284467,1,0.5056,0.5035,0.4976,-0.007,CFH
NC_045545.1,284475,284475,284475,1,0.4957,0.5078,0.4908,-0.0125,CFH
NC_045545.1,286548,286548,286548,1,0.4857,0.4946,0.4875,-0.0021,CFH
NC_045545.1,286550,286550,286550,1,0.4812,0.4764,0.4754,-0.004,CFH
NC_045545.1,286559,286559,286559,1,0.0862,0.1832,0.137,0.0281,CFH
NC_045545.1,286584,286584,286584,1,0.5028,0.5003,0.4982,-0.0035,CFH
NC_045545.1,286589,286589,286589,1,0.3455,0.3368,0.3388,-0.0043,CFH
NC_045545.1,286592,286592,286592,1,0.3501,0.3144,0.3309,-0.0055,CFH
NC_045545.1,286602,286602,286602,1,0.3997,0.361,0.3792,-0.0049,CFH
NC_045545.1,286607,286607,286607,1,0.3058,0.2566,0.2806,-0.0067,CFH
NC_045545.1,286616,286616,286616,1,0.1814,0.2009,0.19,0.001,CFH
NC_045545.1,286619,286619,286619,1,0.1789,0.1193,0.1493,-0.0126,CFH
NC_045545.1,286622,286622,286622,1,0.1431,0.1625,0.1519,0.0016,CFH
NC_045545.1,286627,286627,286627,1,0.4576,0.4528,0.4521,-0.0038,CFH
NC_045545.1,286630,286630,286630,1,0.502,0.5029,0.5008,-0.0016,CFH
NC_045545.1,286681,286681,286681,1,0.5038,0.4799,0.5017,0.0081,CFH
NC_045545.1,287534,287534,287534,1,0.2119,0.171,0.1908,-0.0086,CFH
NC_045545.1,287587,287587,287587,1,0.4966,0.4771,0.4864,-0.0016,CFH
NC_045545.1,287627,287627,287627,1,0.4121,0.4123,0.4094,-0.0034,CFH
NC_045545.1,287636,287636,287636,1,0.4949,0.4951,0.4916,-0.0034,CFH
NC_045545.1,287638,287638,287638,1,0.441,0.3674,0.4052,-0.0046,CFH
NC_045545.1,287674,287674,287674,1,0.4792,0.5025,0.4958,0.006,CFH
NC_045545.1,287681,287681,287681,1,0.0629,0.0141,0.0388,-0.0238,CFH
NC_045545.1,287689,287689,287689,1,0.4975,0.5034,0.4982,-0.0022,CFH
NC_045545.1,290702,290702,290702,1,0.2732,0.3144,0.2928,0.0023,CFH
NC_045545.1,290712,290712,290712,1,0.4967,0.5029,0.4985,-0.0011,CFH
NC_045545.1,290720,290720,290720,1,0.2865,0.3645,0.3276,0.0107,CFH
NC_045545.1,290762,290762,290762,1,0.1373,0.1607,0.1482,0.0017,CFH
NC_045545.1,290784,290784,290784,1,0.4516,0.4858,0.4699,0.0038,CFH
NC_045545.1,293413,293413,293413,1,0.4494,0.3937,0.4234,0.0,CFH
NC_045545.1,293461,293461,293461,1,0.4461,0.4175,0.4302,-0.0037,CFH
NC_045545.1,293498,293498,293498,1,0.3225,0.4163,0.3753,0.0153,CFH
NC_045545.1,293511,293511,293511,1,0.488,0.4936,0.4879,-0.0027,CFH
NC_045545.1,294490,294490,294490,1,0.4886,0.4728,0.4785,-0.0032,CFH
NC_045545.1,294497,294497,294497,1,0.378,0.4019,0.3878,-0.0004,CFH
NC_045545.1,294511,294511,294511,1,0.1911,0.1556,0.1726,-0.0076,CFH
NC_045545.1,294512,294512,294512,1,0.502,0.5019,0.4984,-0.0035,CFH
NC_045545.1,294517,294517,294517,1,0.4169,0.43,0.4207,-0.0024,CFH
NC_045545.1,294554,294554,294554,1,0.4944,0.4889,0.4885,-0.0035,CFH
NC_045545.1,294560,294560,294560,1,0.4663,0.4622,0.461,-0.0037,CFH
NC_045545.1,294566,294566,294566,1,0.3046,0.3046,0.3024,-0.0036,CFH
NC_045545.1,294567,294567,294567,1,0.3046,0.2995,0.2999,-0.0043,CFH
NC_045545.1,294572,294572,294572,1,0.477,0.4889,0.4805,-0.0018,CFH
NC_045545.1,294584,294584,294584,1,0.4966,0.4825,0.4879,-0.0025,CFH
NC_045545.1,294596,294596,294596,1,0.1689,0.152,0.1594,-0.0071,CFH
NC_045545.1,294624,294624,294624,1,0.4916,0.4925,0.4885,-0.0035,CFH
NC_045545.1,295736,295736,295736,1,0.4937,0.4892,0.4881,-0.0038,CFH
NC_045545.1,295785,295785,295785,1,0.1765,0.1729,0.1735,-0.004,CFH
NC_045545.1,295801,295801,295801,1,0.2998,0.2852,0.2906,-0.0049,CFH
NC_045545.1,295816,295816,295816,1,0.085,0.171,0.1296,0.0244,CFH
NC_045545.1,295822,295822,295822,1,0.2422,0.1729,0.2081,-0.0071,CFH
NC_045545.1,299729,299729,299729,1,0.2003,0.1644,0.1816,-0.0072,CFH
NC_045545.1,299750,299750,299750,1,0.4169,0.4217,0.4164,-0.0032,CFH
NC_045545.1,299751,299751,299751,1,0.4169,0.4217,0.4164,-0.0032,CFH
NC_045545.1,299756,299756,299756,1,0.1498,0.2935,0.2294,0.0324,CFH
NC_045545.1,299799,299799,299799,1,0.4998,0.5003,0.4966,-0.0034,CFH
NC_045545.1,299825,299825,299825,1,0.085,0.1319,0.1084,0.0092,CFH
NC_045545.1,299850,299850,299850,1,0.1491,0.1892,0.1683,0.0006,CFH
NC_045545.1,300418,300418,300418,1,0.5256,0.5238,0.5214,-0.0032,CFH
NC_045545.1,300446,300446,300446,1,0.4589,0.4717,0.4627,-0.0019,CFH
NC_045545.1,300536,300536,300536,1,0.2998,0.3645,0.333,0.0081,CFH
NC_045545.1,302070,302070,302070,1,0.3326,0.3464,0.337,-0.0029,CFH
NC_045545.1,302108,302108,302108,1,0.4764,0.4957,0.4817,-0.0047,CFH
NC_045545.1,302172,302172,302172,1,0.1839,0.1834,0.1823,-0.0037,CFH
NC_045545.1,302208,302208,302208,1,0.5019,0.4846,0.4924,-0.0018,CFH
NC_045545.1,303420,303420,303420,1,0.2385,0.2922,0.2649,0.0034,CFH
NC_045545.1,303426,303426,303426,1,0.4444,0.4391,0.4383,-0.004,CFH
NC_045545.1,303428,303428,303428,1,0.3938,0.3812,0.3847,-0.0043,CFH
NC_045545.1,303432,303432,303432,1,0.5042,0.4997,0.5,-0.0021,CFH
NC_045545.1,303522,303522,303522,1,0.5019,0.5191,0.5068,-0.0031,CFH
NC_045545.1,303537,303537,303537,1,0.4925,0.4973,0.4915,-0.0031,CFH
NC_045545.1,312250,312250,312250,1,0.5045,0.5041,0.4996,-0.0046,CFH
NC_045545.1,312275,312275,312275,1,0.4221,0.4572,0.439,0.0023,CFH
NC_045545.1,312301,312301,312301,1,0.37,0.4123,0.3904,0.0038,CFH
NC_045545.1,312303,312303,312303,1,0.0592,0.0842,0.0714,0.0101,CFH
NC_045545.1,312325,312325,312325,1,0.5034,0.5032,0.5,-0.0033,CFH
NC_045545.1,312335,312335,312335,1,0.1012,0.0497,0.0757,-0.0213,CFH
NC_045545.1,312363,312363,312363,1,0.3168,0.2796,0.2969,-0.0069,CFH
NC_045545.1,312368,312368,312368,1,0.4913,0.4974,0.4913,-0.0028,CFH
NC_045545.1,312369,312369,312369,1,0.2266,0.1977,0.2109,-0.0086,CFH
NC_045545.1,312378,312378,312378,1,0.3532,0.2881,0.3212,-0.0067,CFH
NC_045545.1,313269,313269,313269,1,0.4103,0.5033,0.4861,0.0374,CFH
NC_045545.1,313277,313277,313277,1,0.496,0.4929,0.4889,-0.0057,CFH
NC_045545.1,313293,313293,313293,1,0.0421,0.2129,0.1358,0.0086,CFH
NC_045545.1,313308,313308,313308,1,0.543,0.5478,0.5419,-0.0028,CFH
NC_045545.1,313328,313328,313328,1,0.5249,0.5688,0.558,0.0181,CFH
NC_045545.1,313329,313329,313329,1,0.4987,0.4716,0.4812,-0.0076,CFH
NC_045545.1,313340,313340,313340,1,0.1925,0.2984,0.2475,0.0164,CFH
NC_045545.1,313369,313369,313369,1,0.4225,0.3983,0.4003,-0.0119,CFH
NC_045545.1,313371,313371,313371,1,0.5185,0.5078,0.5,-0.0143,CFH
NC_045545.1,313373,313373,313373,1,0.5081,0.5079,0.4931,-0.0151,CFH
NC_045545.1,313425,313425,313425,1,0.4438,0.4553,0.4386,-0.0121,CFH
NC_045545.1,350715,350715,350715,1,0.3786,0.3788,0.375,-0.005,CFH
NC_045545.1,350723,350723,350723,1,0.4855,0.4813,0.479,-0.0047,CFH
NC_045545.1,350789,350789,350789,1,0.5072,0.5057,0.5004,-0.0062,CFH
NC_045545.1,350797,350797,350797,1,0.1748,0.1339,0.1536,-0.0018,CFH
NC_045545.1,350819,350819,350819,1,0.2238,0.2353,0.2277,-0.0038,CFH
NC_045545.1,350869,350869,350869,1,0.1338,0.1517,0.1417,-0.0028,CFH
NC_045545.1,350870,350870,350870,1,0.1361,0.1058,0.1202,-0.0086,CFH
NC_045545.1,26294408,26294408,26294408,1,0.4899,0.4481,0.4743,0.0055,JAK1
NC_045545.1,26294418,26294418,26294418,1,0.4899,0.4481,0.4743,0.0055,JAK1
NC_045545.1,26324472,26324472,26324472,1,0.491,0.4785,0.4838,-0.001,JAK1
NC_045545.1,26332251,26332251,26332251,1,0.0958,0.0,0.05,0.1003,JAK1
NC_045545.1,26335704,26335704,26335704,1,0.3898,0.3786,0.3827,-0.0022,JAK1
NC_045545.1,31492231,31492231,31492231,1,0.465,0.4477,0.4536,-0.0038,USP24
NC_045545.1,31515664,31515664,31515664,1,0.0349,0.1546,0.0988,0.021,USP24
NC_045545.1,31519820,31519820,31519820,1,0.0291,0.0,0.0147,0.0012,USP24
NC_045545.1,31529296,31529296,31529296,1,0.0528,0.0893,0.0711,0.002,USP24
NC_045545.1,33443929,33443929,33443929,1,0.0755,0.056,0.0656,-0.002,PODN
NC_045545.1,33459163,33459163,33459163,1,0.139,0.068,0.1046,0.003,PODN
NC_045545.1,33751287,33751287,33751287,1,0.0396,0.0,0.02,0.0877,GPX7
NC_045545.1,33751341,33751341,33751341,1,0.1147,0.0619,0.0887,0.0057,GPX7
NC_045545.1,33759032,33759032,33759032,1,0.0288,0.0,0.0146,0.0108,GPX7
NC_045545.1,45375251,45375251,45375251,1,0.4384,0.4236,0.4296,-0.0019,LOC116508979
NC_045545.1,45376675,45376675,45376675,1,0.0535,0.0,0.0273,0.0774,LOC116508979
NC_045545.1,50389949,50389949,50389949,1,0.1615,0.2003,0.18,0.0036,PPARD
NC_045545.1,52866828,52866828,52866828,1,0.0,0.0261,0.0132,0.0109,PIK3C2B
NC_045545.1,52903249,52903249,52903249,1,0.1007,0.0184,0.0612,0.0177,PIK3C2B
NC_045545.1,52922808,52922808,52922808,1,0.2683,0.3391,0.3054,0.0016,PIK3C2B
NC_045545.1,52935688,52935688,52935688,1,0.268,0.3398,0.3057,0.0045,PIK3C2B
NC_045545.1,52938879,52938879,52938879,1,0.4816,0.4754,0.4764,-0.0022,PIK3C2B
NC_045545.1,52942682,52942682,52942682,1,0.045,0.0091,0.0273,0.0174,PIK3C2B
NC_045545.1,52999470,52999470,52999470,1,0.0315,0.0395,0.0352,0.0036,MDM4
NC_045545.1,53003782,53003782,53003782,1,0.2658,0.3462,0.3086,0.0023,MDM4
NC_045545.1,54092353,54092353,54092353,1,0.1964,0.3077,0.2565,0.023,NUAK2
NC_045545.1,54092826,54092826,54092826,1,0.0331,0.0,0.0167,0.0612,NUAK2
NC_045545.1,54092932,54092932,54092932,1,0.068,0.1292,0.0993,0.0078,NUAK2
NC_045545.1,54111127,54111127,54111127,1,0.2767,0.181,0.2317,0.0017,NUAK2
NC_045545.1,61956308,61956308,61956308,1,0.5024,0.372,0.4975,0.065,NRAS
NC_045545.1,86215197,86215197,86215197,1,0.0592,0.0248,0.042,-0.0301,LOC116508584
NC_045545.1,86222349,86222349,86222349,1,0.4582,0.491,0.4765,0.0046,LOC116508584
NC_045545.1,86271423,86271423,86271423,1,0.0193,0.0275,0.0233,-0.0022,ATP5F1E
NC_045545.1,99166581,99166581,99166581,1,0.1944,0.2424,0.2184,0.0013,LOC116509241
NC_045545.1,99166592,99166592,99166592,1,0.045,0.1205,0.0841,0.0126,LOC116509241
NC_045545.1,99172214,99172214,99172214,1,0.4994,0.495,0.4953,-0.0019,LOC116509241
NC_045545.1,99174222,99174222,99174222,1,0.3237,0.4046,0.3686,0.0077,LOC116509241
NC_045545.1,99174245,99174245,99174245,1,0.2113,0.2771,0.2452,0.0017,LOC116509241
NC_045545.1,99183376,99183376,99183376,1,0.2637,0.3989,0.3436,0.018,LOC116509241
NC_045546.1,3772713,3772713,3772713,1,nan,0.121,0.0625,nan,LOC116509867
NC_045546.1,3772749,3772749,3772749,1,0.5027,0.4693,0.4943,0.0055,LOC116509867
NC_045546.1,24398025,24398025,24398025,1,0.1126,0.1319,0.1214,0.002,HSPH1
NC_045546.1,24404921,24404921,24404921,1,0.4291,0.203,0.3526,0.0576,HSPH1
NC_045546.1,24409882,24409882,24409882,1,0.4299,0.2163,0.3568,0.0547,HSPH1
NC_045546.1,24409884,24409884,24409884,1,0.0476,0.0887,0.0683,0.0009,HSPH1
NC_045546.1,24412121,24412121,24412121,1,0.4286,0.2146,0.355,0.0518,HSPH1
NC_045546.1,24412139,24412139,24412139,1,0.4434,0.2181,0.3711,0.0588,HSPH1
NC_045546.1,24420510,24420510,24420510,1,0.4411,0.252,0.3756,0.0399,HSPH1
NC_045546.1,25030592,25030592,25030592,1,0.1572,0.1931,0.1749,-0.0011,KL
NC_045546.1,25030761,25030761,25030761,1,0.0442,0.0,0.0225,0.0122,KL
NC_045546.1,25030916,25030916,25030916,1,0.3819,0.3989,0.3888,-0.0017,KL
NC_045546.1,25030931,25030931,25030931,1,0.0973,0.0093,0.0552,0.0019,KL
NC_045546.1,25044976,25044976,25044976,1,0.3411,0.3325,0.3354,-0.002,KL
NC_045546.1,25045210,25045210,25045210,1,0.3433,0.3346,0.3376,-0.002,KL
NC_045546.1,25046811,25046811,25046811,1,0.1606,0.1017,0.1313,-0.0136,KL
NC_045546.1,25046812,25046812,25046812,1,0.3484,0.2855,0.3173,-0.0064,KL
NC_045546.1,25046836,25046836,25046836,1,0.0469,0.0,0.0238,-0.0511,KL
NC_045546.1,25048437,25048437,25048437,1,0.0396,0.0,0.02,0.0877,KL
NC_045546.1,45589721,45589721,45589721,1,0.0352,0.0658,0.0505,0.0008,HSPA13
NC_045546.1,45589746,45589746,45589746,1,0.4316,0.2655,0.3713,0.0315,HSPA13
NC_045546.1,45591271,45591271,45591271,1,0.1019,0.3519,0.2558,0.0578,HSPA13
NC_045546.1,59081376,59081376,59081376,1,0.3368,0.0406,0.2249,0.0888,LOC116510618
NC_045546.1,59104849,59104849,59104849,1,0.084,0.0,0.0437,0.0215,LOC116510561
NC_045546.1,69798331,69798331,69798331,1,0.3535,0.1828,0.2824,0.0114,NDUFA2
NC_045546.1,69800304,69800304,69800304,1,0.1016,0.0093,0.0575,0.02,NDUFA2
NC_045546.1,77306582,77306582,77306582,1,0.2442,0.2619,0.2521,-0.0017,NDUFS6
NC_045546.1,77310918,77310918,77310918,1,0.1668,0.283,0.23,0.0142,NDUFS6
NC_045546.1,77310919,77310919,77310919,1,0.0928,0.281,0.2004,0.0442,NDUFS6
NC_045546.1,77310949,77310949,77310949,1,0.0505,0.1355,0.0948,0.0259,NDUFS6
NC_045546.1,77310955,77310955,77310955,1,0.3525,0.3578,0.3535,-0.0021,NDUFS6
NC_045546.1,77311004,77311004,77311004,1,0.3322,0.3108,0.3198,-0.0054,NDUFS6
NC_045546.1,77311012,77311012,77311012,1,0.3127,0.3046,0.3069,-0.0038,NDUFS6
NC_045546.1,77555186,77555186,77555186,1,0.0354,0.0152,0.0252,-0.026,TERT
NC_045546.1,77561327,77561327,77561327,1,0.0348,0.0137,0.0242,-0.0471,TERT
NC_045547.1,8040397,8040397,8040397,1,0.0288,0.0,0.0146,0.0061,KRAS
NC_045547.1,10383439,10383439,10383439,1,0.2198,0.2497,0.2341,-0.0012,PYROXD1
NC_045547.1,10385425,10385425,10385425,1,0.4411,0.4886,0.4711,0.0069,PYROXD1
NC_045547.1,10385484,10385484,10385484,1,0.4509,0.4913,0.4763,0.0054,PYROXD1
NC_045547.1,10388253,10388253,10388253,1,0.0255,0.0551,0.0403,-0.0274,PYROXD1
NC_045547.1,10389324,10389324,10389324,1,0.0248,0.0319,0.0282,0.0036,PYROXD1
NC_045547.1,10389384,10389384,10389384,1,0.2877,0.2668,0.2757,0.0008,PYROXD1
NC_045547.1,10390593,10390593,10390593,1,0.4208,0.4095,0.4119,-0.0038,PYROXD1
NC_045547.1,10390638,10390638,10390638,1,0.497,0.5021,0.5009,0.0014,PYROXD1
NC_045547.1,10394440,10394440,10394440,1,0.2697,0.1661,0.2215,0.0079,PYROXD1
NC_045547.1,10395680,10395680,10395680,1,0.3192,0.2706,0.2949,0.0,PYROXD1
NC_045547.1,14670301,14670301,14670301,1,0.4744,0.4939,0.5153,0.0309,ATP6V1E1
NC_045547.1,17147075,17147075,17147075,1,0.4723,0.4988,0.4897,0.0042,SLC6A12
NC_045547.1,17186424,17186424,17186424,1,0.0476,0.0093,0.0287,0.0052,SLC6A12
NC_045547.1,17186463,17186463,17186463,1,0.125,0.1255,0.1247,-0.0023,SLC6A12
NC_045547.1,17196073,17196073,17196073,1,0.0467,0.0946,0.071,0.0034,SLC6A12
NC_045547.1,17196137,17196137,17196137,1,0.5008,0.4521,0.5086,0.0331,SLC6A12
NC_045547.1,23896830,23896830,23896830,1,0.0193,0.0454,0.0324,-0.0,IGF1
NC_045547.1,24429969,24429969,24429969,1,0.3257,0.1835,0.2638,0.0189,HSP90B1
NC_045547.1,24433146,24433146,24433146,1,0.1064,0.085,0.0954,-0.0018,HSP90B1
NC_045547.1,25248263,25248263,25248263,1,0.163,0.1856,0.1732,0.0005,NUAK1
NC_045547.1,25248464,25248464,25248464,1,0.1121,0.2714,0.2009,0.0328,NUAK1
NC_045547.1,25248732,25248732,25248732,1,0.1497,0.157,0.1527,-0.0021,NUAK1
NC_045547.1,25308770,25308770,25308770,1,0.0968,0.0892,0.0924,-0.0037,NUAK1
NC_045547.1,29058172,29058172,29058172,1,0.051,0.0321,0.0415,-0.003,MPST
NC_045547.1,29060986,29060986,29060986,1,0.0588,0.0,0.03,0.0921,MPST
NC_045547.1,32714785,32714785,32714785,1,0.427,0.4961,0.4766,0.0198,EP300
NC_045547.1,32752808,32752808,32752808,1,0.3496,0.2487,0.3041,0.0071,EP300
NC_045547.1,37669539,37669539,37669539,1,0.0099,0.0286,0.0192,-0.005,AMDHD1
NC_045547.1,37676659,37676659,37676659,1,0.3095,0.4964,0.467,0.076,AMDHD1
NC_045547.1,47768277,47768277,47768277,1,0.336,0.4569,0.4137,0.022,RAB3IP
NC_045547.1,64450445,64450445,64450445,1,0.0386,0.0,0.0196,0.0038,MAPK11
NC_045547.1,64582607,64582607,64582607,1,0.0661,0.0,0.0339,-0.0027,HDAC10
NC_045547.1,64584178,64584178,64584178,1,0.3269,0.3631,0.3445,-0.0011,HDAC10
NC_045547.1,64607047,64607047,64607047,1,0.2645,0.2123,0.2377,-0.0098,HDAC10
NC_045547.1,64608392,64608392,64608392,1,0.0396,0.0,0.02,0.0877,HDAC10
NC_045547.1,73986977,73986977,73986977,1,0.0629,0.248,0.1668,0.0646,PPARA
NC_045547.1,74008442,74008442,74008442,1,0.0346,0.1546,0.0986,0.0185,PPARA
NC_045548.1,6324392,6324392,6324392,1,0.0195,0.098,0.0602,0.0115,LOC116512631
NC_045548.1,6324393,6324393,6324393,1,0.0193,0.098,0.0601,0.0084,LOC116512631
NC_045548.1,6324444,6324444,6324444,1,0.0097,0.0895,0.0511,0.0104,LOC116512631
NC_045548.1,6324920,6324920,6324920,1,0.0309,0.0955,0.0641,0.0045,LOC116512631
NC_045548.1,6324929,6324929,6324929,1,0.1235,0.1821,0.1534,0.0012,LOC116512631
NC_045548.1,6325001,6325001,6325001,1,0.1561,0.2203,0.1885,0.0051,LOC116512631
NC_045548.1,7872104,7872104,7872104,1,0.0273,0.0181,0.0226,0.0023,MAK
NC_045548.1,7875984,7875984,7875984,1,0.1683,0.2581,0.2157,0.0065,MAK
NC_045548.1,7887645,7887645,7887645,1,0.3462,0.3985,0.3733,0.0015,MAK
NC_045548.1,7887654,7887654,7887654,1,0.3865,0.4465,0.4199,0.0044,MAK
NC_045548.1,7888571,7888571,7888571,1,0.1218,0.1207,0.1207,-0.0022,MAK
NC_045548.1,10932901,10932901,10932901,1,0.3343,0.1321,0.2517,0.0408,SIRT5
NC_045548.1,10939692,10939692,10939692,1,0.0349,0.0169,0.0259,0.0006,SIRT5
NC_045548.1,12504355,12504355,12504355,1,0.2769,0.2354,0.2558,-0.0015,SOX4
NC_045548.1,25044863,25044863,25044863,1,0.4594,0.4763,0.4669,-0.001,NDUFV2
NC_045548.1,25047772,25047772,25047772,1,0.227,0.3225,0.2785,0.0089,NDUFV2
NC_045548.1,36296293,36296293,36296293,1,0.303,0.2759,0.2868,-0.0019,PRKDC
NC_045548.1,36297737,36297737,36297737,1,0.1058,0.177,0.1421,0.021,PRKDC
NC_045548.1,36310629,36310629,36310629,1,0.4629,0.46,0.4581,-0.0038,PRKDC
NC_045548.1,36310699,36310699,36310699,1,0.0367,0.1431,0.0926,0.0514,PRKDC
NC_045548.1,36333780,36333780,36333780,1,0.0793,0.0272,0.0536,-0.0298,PRKDC
