INFO,scaffold,start,end,mid,sites,pi_MAH,pi_MER,pi_PVM,pi_SUM,pi_STO,pi_CHR,pi_RON,pi_ROC,pi_ELF,pi_NAM,pi_MAR,pi_PAP,dxy_MAH_MER,dxy_MAH_PVM,dxy_MAH_SUM,dxy_MAH_STO,dxy_MAH_CHR,dxy_MAH_RON,dxy_MAH_ROC,dxy_MAH_ELF,dxy_MAH_NAM,dxy_MAH_MAR,dxy_MAH_PAP,dxy_MER_PVM,dxy_MER_SUM,dxy_MER_STO,dxy_MER_CHR,dxy_MER_RON,dxy_MER_ROC,dxy_MER_ELF,dxy_MER_NAM,dxy_MER_MAR,dxy_MER_PAP,dxy_PVM_SUM,dxy_PVM_STO,dxy_PVM_CHR,dxy_PVM_RON,dxy_PVM_ROC,dxy_PVM_ELF,dxy_PVM_NAM,dxy_PVM_MAR,dxy_PVM_PAP,dxy_SUM_STO,dxy_SUM_CHR,dxy_SUM_RON,dxy_SUM_ROC,dxy_SUM_ELF,dxy_SUM_NAM,dxy_SUM_MAR,dxy_SUM_PAP,dxy_STO_CHR,dxy_STO_RON,dxy_STO_ROC,dxy_STO_ELF,dxy_STO_NAM,dxy_STO_MAR,dxy_STO_PAP,dxy_CHR_RON,dxy_CHR_ROC,dxy_CHR_ELF,dxy_CHR_NAM,dxy_CHR_MAR,dxy_CHR_PAP,dxy_RON_ROC,dxy_RON_ELF,dxy_RON_NAM,dxy_RON_MAR,dxy_RON_PAP,dxy_ROC_ELF,dxy_ROC_NAM,dxy_ROC_MAR,dxy_ROC_PAP,dxy_ELF_NAM,dxy_ELF_MAR,dxy_ELF_PAP,dxy_NAM_MAR,dxy_NAM_PAP,dxy_MAR_PAP,Fst_MAH_MER,Fst_MAH_PVM,Fst_MAH_SUM,Fst_MAH_STO,Fst_MAH_CHR,Fst_MAH_RON,Fst_MAH_ROC,Fst_MAH_ELF,Fst_MAH_NAM,Fst_MAH_MAR,Fst_MAH_PAP,Fst_MER_PVM,Fst_MER_SUM,Fst_MER_STO,Fst_MER_CHR,Fst_MER_RON,Fst_MER_ROC,Fst_MER_ELF,Fst_MER_NAM,Fst_MER_MAR,Fst_MER_PAP,Fst_PVM_SUM,Fst_PVM_STO,Fst_PVM_CHR,Fst_PVM_RON,Fst_PVM_ROC,Fst_PVM_ELF,Fst_PVM_NAM,Fst_PVM_MAR,Fst_PVM_PAP,Fst_SUM_STO,Fst_SUM_CHR,Fst_SUM_RON,Fst_SUM_ROC,Fst_SUM_ELF,Fst_SUM_NAM,Fst_SUM_MAR,Fst_SUM_PAP,Fst_STO_CHR,Fst_STO_RON,Fst_STO_ROC,Fst_STO_ELF,Fst_STO_NAM,Fst_STO_MAR,Fst_STO_PAP,Fst_CHR_RON,Fst_CHR_ROC,Fst_CHR_ELF,Fst_CHR_NAM,Fst_CHR_MAR,Fst_CHR_PAP,Fst_RON_ROC,Fst_RON_ELF,Fst_RON_NAM,Fst_RON_MAR,Fst_RON_PAP,Fst_ROC_ELF,Fst_ROC_NAM,Fst_ROC_MAR,Fst_ROC_PAP,Fst_ELF_NAM,Fst_ELF_MAR,Fst_ELF_PAP,Fst_NAM_MAR,Fst_NAM_PAP,Fst_MAR_PAP,Category_I,Category_2
NUAK2,NC_045545.1,54092932,54092932,54092932,1,0.1093,0,0.2,0,0.242,0.1,0,0.0909,0.1507,0,0.0563,0.0998,0.0571,0.1457,0.0571,0.1793,0.1014,0.0571,0.0974,0.1286,0.0571,0.0824,0.103,0.1,0,0.1379,0.05,0,0.0455,0.0806,0,0.0286,0.0517,0.1,0.2103,0.14,0.1,0.1364,0.1645,0.1,0.1229,0.1414,0.1379,0.05,0,0.0455,0.0806,0,0.0286,0.0517,0.1741,0.1379,0.1708,0.1963,0.1379,0.1586,0.1754,0.05,0.0909,0.1226,0.05,0.0757,0.0966,0.0455,0.0806,0,0.0286,0.0517,0.1188,0.0455,0.0714,0.0925,0.0806,0.1046,0.124,0.0286,0.0517,0.0773,0.0076,-0.0167,0.0207,0.0107,-0.0106,0.0093,-0.0096,-0.0082,0.0067,-0.0022,-0.0048,0,NA,0.0269,0,NA,0,0.0072,NA,0.0025,-0.0168,0,-0.0116,-0.0357,0,-0.0333,-0.0158,0,-0.0161,-0.0055,0.067,0,NA,0,0.0185,NA,0.0068,-0.0462,0.0059,0.0325,0.0088,0.0037,0.0238,0.0326,0.0395,0,-0.025,-0.0097,0,-0.0131,-0.0131,0,0.0088,NA,0.003,-0.0206,-0.0087,0,-0.0126,-0.0144,0.0064,-0.002,0.0049,0.0022,-0.0148,-0.0233,stress,
NUAK2,NC_045545.1,54092826,54092826,54092826,1,0,NA,NA,0,0,NA,NA,NA,0,0.1667,0,0.0714,NA,NA,0,0,NA,NA,NA,0,0.0833,0,0.0357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0.0833,0,0.0357,NA,NA,NA,0,0.0833,0,0.0357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0833,0,0.0357,0.0833,0.1131,0.0357,NA,NA,NA,NA,NA,NA,NA,NA,0.3659,NA,-0.1786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2778,NA,-0.2721,NA,NA,NA,NA,0.2571,NA,-0.2926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4211,NA,-0.0879,0.3659,0.1165,-0.1786,stress,
NUAK2,NC_045545.1,54092353,54092353,54092353,1,0.1846,0.4396,0.2,0,0.5294,0.2684,0,0.0909,0.4046,0.2,0.1502,0.4046,0.3286,0.18,0.1,0.5,0.22,0.1,0.1364,0.3133,0.18,0.164,0.3133,0.3286,0.2857,0.5,0.35,0.2857,0.3052,0.4,0.3286,0.32,0.4,0.1,0.5,0.22,0.1,0.1364,0.3133,0.18,0.164,0.3133,0.5,0.15,0,0.0455,0.2667,0.1,0.08,0.2667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.15,0.1818,0.3367,0.22,0.206,0.3367,0.0455,0.2667,0.1,0.08,0.2667,0.2879,0.1364,0.1182,0.2879,0.3133,0.304,0.3911,0.164,0.3133,0.304,0.1169,-0.0156,0.2145,0.0369,0.0304,-0.1238,-0.0763,-0.0051,-0.0174,-0.0221,-0.011,0.013,0.6112,-0.028,-0.0059,0.1484,0.0794,-0.0122,0.0442,0.1071,-0.0118,0.5714,-0.01,-0.0273,0,-0.0333,-0.0538,-0.0556,-0.0068,-0.0559,0.2991,0.5284,NA,0.4878,0.2387,0.5,0.2601,0.2273,-0.0421,-0.0475,-0.0629,0.007,0.0068,-0.026,0.009,0.0541,0.0062,-0.0627,-0.0154,0.0336,-0.0649,0,-0.1131,-0.12,-0.0632,-0.1206,-0.1113,-0.0698,-0.0378,-0.1176,-0.0408,-0.0522,-0.0172,-0.0137,-0.0431,-0.0598,stress,
NUAK2,NC_045545.1,54111127,54111127,54111127,1,0.1398,0.4396,0.2,0.4438,0.2347,0.1,0.366,0.3117,0.2258,0.4667,0,0.1658,0.3175,0.1593,0.3431,0.1862,0.1167,0.2634,0.229,0.1806,0.3296,0.0741,0.1492,0.3286,0.4211,0.3421,0.3071,0.381,0.3636,0.3393,0.4143,0.2857,0.3235,0.3526,0.2053,0.14,0.2778,0.2455,0.2,0.34,0.1,0.1706,0.3643,0.3342,0.3977,0.3828,0.3618,0.4263,0.3158,0.3483,0.1684,0.2953,0.2656,0.2237,0.3526,0.1316,0.1966,0.25,0.2136,0.1625,0.32,0.05,0.1294,0.3232,0.2917,0.3889,0.2222,0.2712,0.2614,0.3727,0.1818,0.238,0.35,0.125,0.1912,0.3,0.3353,0.0882,0.0996,-0.0066,0.0358,-0.0243,-0.025,0.0712,0.0524,-0.0594,0.0521,0.0294,-0.0288,0.013,-0.0198,0.0593,0.0721,-0.0287,-0.0165,0.1006,-0.0485,0.3481,0.1601,-0.0139,-0.0278,-0.0357,-0.0082,-0.0169,-0.0347,-0.0256,0.2,-0.0068,0.031,-0.0112,-0.0247,-0.0267,0.074,-0.02,0.1068,0.1086,-0.0605,0.0323,0.0133,-0.0119,0.0325,-0.0234,0.0115,0.0371,0.0185,-0.1051,0.0066,0.1778,-0.0767,-0.0242,0.0645,-0.0447,0.2965,0.1215,0.0365,-0.0384,0.2624,0.0919,0.0728,-0.2018,-0.0145,0.2477,0.1201,-0.2077,stress,
NUP88,NC_045544.1,122767533,122767533,122767533,1,0,0,0,0,0,0,0,0,0.0784,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,0,0,0,0,0.04,0,0,0,0.04,0,0,0,0.04,0.04,0.04,0,0,0,NA,NA,NA,NA,NA,NA,NA,-0.0014,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0454,NA,NA,NA,NA,NA,NA,NA,NA,-0.0342,NA,NA,NA,NA,NA,NA,NA,-0.1226,NA,NA,NA,NA,NA,NA,-0.1205,NA,NA,NA,NA,NA,-0.0603,NA,NA,NA,NA,-0.0556,NA,NA,NA,-0.0648,NA,NA,NA,0.1249,0.0547,-0.0322,NA,NA,NA,stress,
NUP88,NC_045544.1,122767430,122767430,122767430,1,0.0333,0,0,0.1554,0.0678,0,0,0,0,0,0,0.0701,0.0167,0.0167,0.0972,0.05,0.0167,0.0167,0.0167,0.0167,0.0167,0.0167,0.0512,0,0.0833,0.0345,0,0,0,0,0,0,0.0357,0.0833,0.0345,0,0,0,0,0,0,0.0357,0.1121,0.0833,0.0833,0.0833,0.0833,0.0833,0.0833,0.1131,0.0345,0.0345,0.0345,0.0345,0.0345,0.0345,0.0677,0,0,0,0,0,0.0357,0,0,0,0,0.0357,0,0,0,0.0357,0,0,0.0357,0,0.0357,0.0357,-0.0278,-0.0208,0.0641,0.021,-0.037,-0.0341,-0.0399,0.0249,0.1179,0.0833,-0.0072,NA,0.0138,0.0035,NA,NA,NA,NA,NA,NA,-0.0274,0.0104,0.0027,NA,NA,NA,NA,NA,NA,-0.0206,0.0023,0.0181,0.0167,0.0194,0.1265,0.1409,0.1812,0.0321,0.0046,0.0043,0.0049,0.106,0.1434,0.1632,-0.0103,NA,NA,NA,NA,NA,-0.0364,NA,NA,NA,NA,-0.0335,NA,NA,NA,-0.0391,NA,NA,0.0296,NA,0.1242,0.0894,stress,
NUP88,NC_045544.1,122777754,122777754,122777754,1,0.2054,0.3626,0,0.2825,0.3727,0.3368,0.1111,0.3117,0.2299,0,0.3246,0.1948,0.2796,0.1143,0.2429,0.3005,0.2686,0.1571,0.2545,0.2143,0.1143,0.2686,0.1969,0.2143,0.3095,0.3522,0.3286,0.246,0.3182,0.2884,0.2143,0.3286,0.2755,0.1667,0.2414,0.2,0.0556,0.1818,0.1296,0,0.2,0.1071,0.3276,0.3,0.2037,0.2879,0.2531,0.1667,0.3,0.2381,0.3448,0.2701,0.3354,0.3084,0.2414,0.3448,0.2968,0.2333,0.3091,0.2778,0.2,0.32,0.2643,0.2172,0.1708,0.0556,0.2333,0.1508,0.2643,0.1818,0.3091,0.25,0.1296,0.2778,0.209,0.2,0.1071,0.2643,-0.0054,0.0141,-0.0022,0.02,-0.0038,-0.002,-0.0064,-0.0126,0.0165,0.0067,-0.0057,0.0733,-0.0138,-0.0134,-0.0314,0.0206,-0.0288,0.0034,0.0803,-0.013,0.0139,0.0254,0.0422,0.0607,0,0.051,-0.0047,NA,0.0285,-0.008,0,-0.0126,0.0101,-0.0128,0.0026,0.0295,-0.0059,0.0138,-0.0107,0.0322,-0.0077,0.0314,0.0489,-0.0055,0.0476,0.0204,-0.0245,0.0047,0.0677,-0.0116,0.0162,0.0131,-0.0176,0,0.0178,-0.0186,2e-04,0.0571,-0.0105,0.0107,-0.0055,0.015,-0.0083,0.0332,-0.0094,0.0281,stress,
NUP88,NC_045544.1,122784397,122784397,122784397,1,0.119,0,0.2,0.0678,0.2227,0.1,0,0,0.1623,0.303,0.295,0.0816,0.0625,0.15,0.0927,0.1719,0.1062,0.0625,0.0625,0.1386,0.2083,0.2169,0.099,0.1,0.0345,0.125,0.05,0,0,0.087,0.1667,0.1765,0.0417,0.1276,0.2,0.14,0.1,0.1,0.1696,0.2333,0.2412,0.1333,0.1509,0.081,0.0345,0.0345,0.1154,0.1897,0.1988,0.0733,0.1625,0.125,0.125,0.1902,0.25,0.2574,0.1562,0.05,0.05,0.1283,0.2,0.2088,0.0875,0,0.087,0.1667,0.1765,0.0417,0.087,0.1667,0.1765,0.0417,0.2246,0.2327,0.1214,0.2843,0.1944,0.2034,-0.0065,-0.0112,-0.0114,0.0113,-0.0133,-0.008,-0.0094,-0.0265,0.0095,0.0356,0.0143,0,-0.003,0.0175,0,NA,NA,-0.0524,0.053,0.0281,-0.0603,-0.0122,-0.0142,-0.0357,0,0,-0.011,-0.0383,-0.0062,0.0268,0.019,-0.0119,-0.0037,-0.0043,-0.0617,0.0215,0.0452,-0.0228,-0.002,0.0211,0.0243,0.0169,-0.0146,-0.0025,0.0754,0,0,-0.0372,-0.0042,0.0119,-0.0029,NA,-0.0642,0.0584,0.0342,-0.0739,-0.0749,0.0625,0.0396,-0.0862,0.0223,0.0485,-0.0043,-0.0129,0.0863,0.1059,stress,
NUP88,NC_045544.1,122785692,122785692,122785692,1,0.2222,0.2637,0,0.235,0.2668,0,0,0.2468,0.0754,0.303,0.2107,0.1948,0.2321,0.125,0.225,0.2414,0.125,0.125,0.2273,0.1538,0.25,0.2132,0.2054,0.1429,0.2381,0.2537,0.1429,0.1429,0.2403,0.1703,0.2619,0.2269,0.2194,0.1333,0.1552,0,0,0.1364,0.0385,0.1667,0.1176,0.1071,0.2471,0.1333,0.1333,0.2333,0.1615,0.2556,0.2196,0.2119,0.1552,0.1552,0.2492,0.1817,0.2701,0.2363,0.2291,0,0.1364,0.0385,0.1667,0.1176,0.1071,0.1364,0.0385,0.1667,0.1176,0.1071,0.1643,0.2576,0.2219,0.2143,0.1923,0.1471,0.1374,0.2451,0.2381,0.1996,-0.0119,0.0053,-0.0068,-0.0024,0.009,0.0084,-0.0105,0.0429,-0.0107,-0.0084,-0.0052,0.035,-0.0148,-0.014,0.0481,0.0462,-0.0298,0.0554,-0.041,-0.0127,-0.0072,0.0191,0.0238,NA,NA,0.0328,-0.0278,0.0455,0.0113,-0.008,-0.0077,0.033,0.0305,-0.0128,0.0698,-0.0156,-0.0066,6e-04,0.0407,0.0377,-0.0118,0.084,-0.0159,-0.0035,0.009,NA,0.0488,-0.049,0.0606,0.0198,-0.0145,0.0463,-0.0452,0.0584,0.0182,-0.0133,0.0664,-0.0315,-0.0108,-0.0048,0.0646,0.0517,0.0175,-0.0122,-0.0035,-0.0052,stress,
OCA2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,color,
PDK2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IILS,
PDK3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IILS,
PDK4,NC_045558.1,31958335,31958335,31958335,1,0.4225,0.2637,0.3556,0.5211,0.2941,0.5263,0.5229,0.5195,0.3492,0.5333,0.5075,0.1477,0.3496,0.3737,0.5211,0.3596,0.5,0.4766,0.5191,0.3797,0.4298,0.5201,0.3219,0.2857,0.5357,0.2619,0.5,0.4603,0.5325,0.2959,0.381,0.534,0.1978,0.53,0.3,0.5,0.4667,0.5273,0.3286,0.4,0.5286,0.2462,0.5333,0.5,0.5056,0.4955,0.5286,0.5167,0.4952,0.5423,0.5,0.463,0.5303,0.3095,0.3889,0.5317,0.2179,0.5,0.5,0.5,0.5,0.5,0.5,0.5051,0.4683,0.4815,0.5053,0.453,0.526,0.5152,0.4957,0.5385,0.4048,0.5272,0.2582,0.5159,0.359,0.5403,-0.0357,-0.0266,0.0233,0.0458,0.0521,0.0295,0.073,0.0022,-0.0298,0.0605,0.1209,-0.0419,0.0293,-0.0589,0.1113,0.0768,0.1409,-0.0568,-0.1524,0.0722,0.09,0.0209,0.0036,0.0547,0.0275,0.0784,-0.0254,-0.1313,0.0403,0.1385,0.1432,-0.0212,-0.0155,-0.0258,0.0746,-0.006,-0.0205,0.2147,0.235,0.2021,0.2593,-0.004,0.0264,0.1774,-0.0488,-0.0246,-0.0229,0.1378,-0.0233,-0.0111,0.402,-0.016,0.1052,-0.0391,-0.0055,0.3654,0.1647,-0.0113,-0.0138,0.4297,-0.0203,0.1227,0.0399,-0.0031,0.0832,0.2945,IILS,
PDK4,NC_045558.1,31968240,31968240,31968240,1,0.2687,0.4396,0,0.2593,0,0,0.2092,0,0,0,0.0597,0.2572,0.3531,0.1571,0.26,0.1571,0.1571,0.2333,0.1571,0.1571,0.1571,0.1779,0.2587,0.2857,0.35,0.2857,0.2857,0.3333,0.2857,0.2857,0.2857,0.2987,0.3492,0.15,0,0,0.1111,0,0,0,0.0303,0.1481,0.15,0.15,0.2278,0.15,0.15,0.15,0.1712,0.2537,0,0.1111,0,0,0,0.0303,0.1481,0.1111,0,0,0,0.0303,0.1481,0.1111,0.1111,0.1111,0.1347,0.2263,0,0,0.0303,0.1481,0,0.0303,0.1481,0.0303,0.1481,0.1695,-0.001,0.021,-0.0077,0.0851,0.0553,-0.0073,0.0394,0.164,0.0245,0.0573,-0.0058,0.1154,6e-04,0.2181,0.1984,0.0145,0.1587,0.3373,0.1259,0.1247,0.02,0.0222,NA,NA,0.0226,NA,NA,NA,-0.0055,-0.005,0.0867,0.0595,-0.0095,0.0409,0.1724,0.0258,0.0549,-0.0085,NA,0.0709,NA,NA,NA,-0.0036,-0.0056,0.0821,NA,NA,NA,0.0134,0.0148,0.0341,0.2077,0.0252,0.0169,-0.0178,NA,NA,-0.0105,-0.0105,NA,0.0881,0.0895,-0.0064,-0.0059,-0.0094,IILS,
PDPK1,NC_045554.1,21299676,21299676,21299676,1,0,0.2637,0,0,0,0,0.1111,0,0,0,0.1093,0.0357,0.1429,0,0,0,0,0.0556,0,0,0,0.0571,0.0179,0.1429,0.1429,0.1429,0.1429,0.1825,0.1429,0.1429,0.1429,0.1837,0.1556,0,0,0,0.0556,0,0,0,0.0571,0.0179,0,0,0.0556,0,0,0,0.0571,0.0179,0,0.0556,0,0,0,0.0571,0.0179,0.0556,0,0,0,0.0571,0.0179,0.0556,0.0556,0.0556,0.1063,0.0714,0,0,0.0571,0.0179,0,0.0571,0.0179,0.0571,0.0179,0.073,0.0657,NA,NA,NA,NA,0,NA,NA,NA,0.0224,-0.0919,0.035,0.0641,0.0637,0.0481,-0.0141,0.101,0.1831,0.0385,-0.006,0.0915,NA,NA,NA,0,NA,NA,NA,0.0057,-0.0235,NA,NA,0,NA,NA,NA,0.0207,-0.085,NA,0,NA,NA,NA,0.0203,-0.0835,0,NA,NA,NA,0.0101,-0.0415,0.05,0.122,0,-0.0117,0.0271,NA,NA,0.0316,-0.0179,NA,0.0927,0.0027,0.0067,-0.0275,0.042,IILS,
PDPK1,NC_045554.1,21310118,21310118,21310118,1,0.0832,0.2637,0,0.235,0.1307,0.1895,0.1111,0,0.0357,0,0.3578,0.0998,0.1735,0.0429,0.1648,0.1059,0.1343,0.0937,0.0429,0.0592,0.0429,0.2518,0.0901,0.1429,0.2381,0.1921,0.2143,0.1825,0.1429,0.1556,0.1429,0.3061,0.1798,0.1333,0.069,0.1,0.0556,0,0.0179,0,0.2286,0.0517,0.1839,0.2067,0.1741,0.1333,0.1464,0.1333,0.301,0.1713,0.1552,0.1169,0.069,0.0844,0.069,0.266,0.1136,0.1444,0.1,0.1143,0.1,0.2829,0.1414,0.0556,0.0714,0.0556,0.2587,0.1015,0.0179,0,0.2286,0.0517,0.0179,0.2383,0.0677,0.2286,0.0517,0.2567,0,0.0038,0.0181,-0.005,-0.0068,-0.0132,0.0072,0.0231,0.0044,0.0668,-0.0136,0.035,-0.0148,-0.0104,-0.0287,-0.0141,0.0498,0.0792,0.0385,-0.0038,0.0195,0.0191,0.0082,0.0188,0,NA,-0.0193,NA,0.034,-0.0127,0.0029,-0.0096,0.0017,0.0353,0.0846,0.0222,0.0075,0.037,-0.0132,-0.0119,0.0152,0.0444,0.0096,0.041,0.0013,-0.0201,0.0289,0.0588,0.0211,0.01,0.0072,0,0.0197,0,0.0254,-0.0117,-0.0365,NA,0.0629,-0.0241,-0.0226,0.1332,8e-04,0.0395,-0.0148,0.0872,IILS,
PGK1,NC_045552.1,37400235,37400235,37400235,1,0.3394,0.1429,0,0.2593,0.0998,0.1,0.366,0,0.1109,0.2,0.0832,0.3818,0.2532,0.2121,0.2985,0.2419,0.2409,0.3401,0.2121,0.2453,0.2697,0.2368,0.3561,0.0714,0.2,0.1158,0.1143,0.2619,0.0714,0.1209,0.1571,0.1082,0.2857,0.15,0.0517,0.05,0.2222,0,0.0577,0.1,0.0429,0.25,0.1862,0.185,0.3056,0.15,0.1904,0.22,0.18,0.325,0.0966,0.251,0.0517,0.1034,0.1414,0.0901,0.2759,0.25,0.05,0.1019,0.14,0.0886,0.275,0.2222,0.2543,0.2778,0.246,0.3611,0.0577,0.1,0.0429,0.25,0.1462,0.0956,0.2788,0.1343,0.3,0.2714,0.0062,0.0249,-0.0054,0.0322,0.0178,-0.0119,0.0458,0.0743,0.0064,0.0411,-0.0095,0,-0.0014,-0.0166,-0.0312,0.0139,0,-0.0085,-0.0615,-0.0149,0.0047,0.0222,0.0054,0,0.0735,NA,-0.0243,-0.0909,0.0038,0.023,0.0182,0.0092,-0.0091,0.0409,0.0536,-0.004,0.0259,-0.0087,-0.0132,0.039,0.01,-0.0146,-0.0411,-0.0076,0.0238,0.0371,0,-0.0175,-0.0681,-0.0124,0.0149,0.1078,0.0862,0.0152,0.0476,-0.014,-0.0462,-0.1294,0.0072,0.0402,-0.0183,-0.0226,0.0721,-0.0428,0.0078,0.0305,reproduction,
PIK3C2A,NC_045541.1,83275160,83275160,83275160,1,0.1831,0.2637,0.2,0.1831,0,0.2684,0,0.0909,0.0385,1,0.04,0.1948,0.2143,0.18,0.18,0.1,0.22,0.1,0.1364,0.1154,0.5,0.116,0.1857,0.2143,0.2143,0.1429,0.25,0.1429,0.1753,0.1566,0.5,0.1571,0.2194,0.18,0.1,0.22,0.1,0.1364,0.1154,0.5,0.116,0.1857,0.1,0.22,0.1,0.1364,0.1154,0.5,0.116,0.1857,0.15,0,0.0455,0.0192,0.5,0.02,0.1071,0.15,0.1818,0.1635,0.5,0.164,0.225,0.0455,0.0192,0.5,0.02,0.1071,0.0629,0.5,0.0636,0.1429,0.5,0.0385,0.1223,0.5,0.5,0.1229,-0.0052,-0.014,-0.0085,-0.0283,0.001,-0.0122,-0.0185,0.0359,-0.4863,0.0727,-0.0088,-0.0391,-0.0145,0.0637,-0.031,0.0462,-0.0062,0.1046,-0.8571,0.1485,-0.0072,-0.0157,0,-0.0273,0,-0.0333,0.0499,-1.1,0.0845,-0.0153,0.0439,-0.0108,0.0212,-0.0015,0.083,-0.5679,0.1184,-0.0112,0.0814,NA,0,-0.1097,-4.1429,-0.1813,-0.0306,0.0541,0.0062,0.1241,-0.7414,0.1698,-0.0016,0,-0.0507,-3,-0.0818,-0.0133,0.0269,-1.5829,0.0475,-0.0201,-1.6182,-0.0113,0.037,-1.3933,-0.4756,0.0755,hypoxia,
PIK3C2A,NC_045541.1,83275499,83275499,83275499,1,0.0635,0.2637,0,0.0888,0.2319,0.1,0,0.1732,0.121,0,0.2668,0.2149,0.1659,0.0323,0.0748,0.1543,0.079,0.0323,0.1173,0.0907,0.0323,0.1774,0.1436,0.1429,0.1753,0.236,0.1786,0.1429,0.2078,0.1875,0.1429,0.2537,0.2279,0.0455,0.1304,0.05,0,0.0909,0.0625,0,0.1552,0.119,0.164,0.0909,0.0455,0.1281,0.1023,0.0455,0.1865,0.1537,0.1674,0.1304,0.1976,0.1766,0.1304,0.2451,0.2184,0.05,0.1318,0.1062,0.05,0.1897,0.1571,0.0909,0.0625,0,0.1552,0.119,0.142,0.0909,0.2179,0.1883,0.0625,0.1983,0.1667,0.1552,0.119,0.2373,0.0417,-0.0137,-0.0251,-0.0095,-0.003,-0.0225,0.0229,-0.104,0.0381,0.0167,-0.0802,0.035,0.0672,-0.013,-0.0099,0.0462,-0.0256,0.0969,0.1799,-0.0143,-0.0031,-0.0472,-0.0153,0,NA,0.0159,-0.126,NA,-0.0015,-0.0529,0.0285,-0.0091,-0.0764,0.0362,-0.043,0.0188,0.0499,-0.0233,-0.0287,-0.0252,-0.0238,0.0685,0.0453,-0.0069,-0.0071,0,-0.0179,-0.0461,0.125,-0.0145,-0.0589,0.0226,-0.2048,NA,-0.003,-0.0866,0.0389,0.1297,-0.0175,-0.033,-0.0455,0.0914,0.0288,0.0477,0.0101,0.0067,hypoxia,
