start,scaffold.x,end.x,mid.x,dxy_Meadow_Lake,within,between,l_v_l_mean,l_v_m_mean,m_v_m_mean,mean_diff
48122627,NC_045553.1,48122627,48122627,0.436,0.000660549909982525,0.835959344223631,0.403073333333333,0.439075,0.46888,0.00309833333333331
48122629,NC_045553.1,48122629,48122629,0.4423,0.000575582970272244,0.826417340598341,0.4071,0.443652777777778,0.473573333333333,0.00331611111111113
48123289,NC_045553.1,48123289,48123289,0.4022,3.43611619407385e-06,0.158721628976713,0.473613333333333,0.403394117647059,0.242586666666667,0.0452941176470589
48123292,NC_045553.1,48123292,48123292,0.2083,0.955136938273848,0.670786599543789,0.187607692307692,0.198668,0.18516,0.0121245217391305
48124108,NC_045553.1,48124108,48124108,0.4565,1.22787835203089e-08,0.00322172823607284,0.520686666666667,0.496822857142857,0.158333333333333,0.157312857142857
48126344,NC_045553.1,48126344,48126344,0.1984,3.70612647991884e-13,0.437768310174949,0.29348,0.201166666666667,0.0706533333333333,0.0191
48126346,NC_045553.1,48126346,48126346,0.1966,7.18927072842363e-13,0.448655578371921,0.292366666666667,0.2016,0.0741133333333333,0.01836
48126407,NC_045553.1,48126407,48126407,0.1709,3.8383256086002e-13,0.404464209023959,0.286,0.191213888888889,0.05618,0.0201238888888889
48126419,NC_045553.1,48126419,48126419,0.4415,2.27520214978316e-05,0.230624944463633,0.48146,0.445641666666667,0.36828,0.0207716666666666
48127007,NC_045553.1,48127007,48127007,0.4561,0.0458269985852803,0.985279116081483,0.46906,0.438880555555556,0.407953333333333,0.000373888888888896
48127014,NC_045553.1,48127014,48127014,0.2017,1.37606906520306e-06,0.667055672520503,0.249473333333333,0.177913888888889,0.08832,0.00901722222222223
48757115,NC_045555.1,48757115,48757115,0.1019,NA,NA,0.185113333333333,0.102516666666667,0,NA
48795197,NC_045555.1,48795197,48795197,0.1676,0.748189047178834,0.920316626989203,0.17702,0.170530555555556,0.167946666666667,-0.0019527777777778
48821211,NC_045549.1,48821211,48821211,0.2171,0.000337353902399695,0.744644608456964,0.255933333333333,0.19006,0.11416,-0.00916400000000001
48829840,NC_045555.1,48829840,48829840,0.0778,0.382973029258623,0.964967558232308,0.0591,0.0664361111111111,0.0748733333333333,-0.000550555555555554
48843477,NC_045555.1,48843477,48843477,0.112,3.68909035197016e-07,0.776574184277168,0.164013333333333,0.0986027777777778,0.0225133333333333,0.00533944444444444
48851770,NC_045555.1,48851770,48851770,0.1794,0.164846829938584,0.953784413385155,0.154646666666667,0.169155555555556,0.185473333333333,-0.00090444444444443
48900664,NC_045555.1,48900664,48900664,0.0994,0.709441869593066,0.953072540057562,0.105113333333333,0.100591666666667,0.0976933333333333,-0.000811666666666669
48985580,NC_045555.1,48985580,48985580,0.5007,0.890332531829595,0.515449289105331,0.50322,0.495688888888889,0.50626,-0.00905111111111107
49142071,NC_045542.1,49142071,49142071,0.0553,0.445159084281881,0.971427517507487,0.0406066666666667,0.0343222222222222,0.0288,-0.00038111111111111
49159756,NC_045542.1,49159756,49159756,0.336,0.656170724361963,0.832980753559112,0.297786666666667,0.300591666666667,0.3142,-0.00540166666666669
49161233,NC_045542.1,49161233,49161233,0.0146,NA,NA,0,0.00833333333333333,0.0166666666666667,NA
49215701,NC_045554.1,49215701,49215701,0.2241,0.046497967096535,0.97683604437189,0.340753333333333,0.277227777777778,0.211353333333333,0.00117444444444448
50389949,NC_045545.1,50389949,50389949,0.18,0.676861614770283,0.864202642588821,0.240366666666667,0.225244444444444,0.220833333333333,-0.00535555555555556
51221714,NC_045542.1,51221714,51221714,0.0914,0.0164525628411301,0.996307736505915,0.07084,0.145063888888889,0.218906666666667,0.000190555555555555
51223907,NC_045542.1,51223907,51223907,0.5111,0.0212142651425117,0.000126306616027321,0.458966666666667,0.524097222222222,0.49586,0.0466838888888889
51973149,NC_045548.1,51973149,51973149,0.3573,2.15160805138851e-07,0.144724147736621,0.4414,0.356988888888889,0.17446,0.0490588888888889
52866828,NC_045545.1,52866828,52866828,0.0132,NA,NA,0.0161333333333333,0.00806666666666667,0,NA
52903249,NC_045545.1,52903249,52903249,0.0612,0.00885969494965872,0.995627075895014,0.03028,0.0516722222222222,0.07294,6.22222222222205e-05
52922808,NC_045545.1,52922808,52922808,0.3054,0.121230727496478,0.898941574700115,0.333373333333333,0.304008333333333,0.28068,-0.00301833333333335
52930044,NC_045542.1,52930044,52930044,0.1296,0.0100130100517245,0.988276918660749,0.0720733333333333,0.126686111111111,0.180453333333333,0.000422777777777772
52935688,NC_045545.1,52935688,52935688,0.3057,0.00528476758141394,0.962561220396791,0.33528,0.282541666666667,0.227206666666667,0.00129833333333335
52938879,NC_045545.1,52938879,52938879,0.4764,0.218219517253655,0.723606729131811,0.492453333333333,0.500116666666667,0.520466666666667,-0.00634333333333337
52942682,NC_045545.1,52942682,52942682,0.0273,0.000533275316199648,0.972252892910348,0.00756666666666667,0.02845,0.0487866666666667,0.000273333333333334
52999470,NC_045545.1,52999470,52999470,0.0352,0.580684409674758,0.976510837227467,0.0367533333333333,0.0332166666666667,0.0301666666666667,-0.000243333333333338
53003782,NC_045545.1,53003782,53003782,0.3086,0.00396749733010784,0.949935039646467,0.33912,0.283725,0.22476,0.00178499999999998
53659523,NC_045548.1,53659523,53659523,0.11,0.598431235823347,0.95110613623836,0.132846666666667,0.136991666666667,0.142746666666667,-0.000805000000000028
53660232,NC_045548.1,53660232,53660232,0.2262,1.48312762612761e-08,0.621942929704196,0.289466666666667,0.210263888888889,0.10704,0.0120105555555556
53660258,NC_045548.1,53660258,53660258,0.4005,3.16182116458519e-05,0.685689924735125,0.450033333333333,0.412294444444444,0.36138,0.0065877777777778
53660321,NC_045548.1,53660321,53660321,0.0194,NA,NA,0,0.0178,0.0351333333333333,NA
53660338,NC_045548.1,53660338,53660338,0.5101,0.000599186031421971,9.44209960054965e-05,0.49898,0.519713888888889,0.430426666666667,0.0550105555555556
53660342,NC_045548.1,53660342,53660342,0.2276,1.26034593261123e-08,0.616593871108783,0.291006666666667,0.211283333333333,0.10704,0.01226
53664004,NC_045548.1,53664004,53664004,0.226,1.78538569187951e-10,0.493678200284637,0.2939,0.198780555555556,0.0660533333333333,0.0188038888888889
53666684,NC_045548.1,53666684,53666684,0.02,NA,NA,0,0.0125,0.025,NA
53668476,NC_045548.1,53668476,53668476,0.226,1.78538569187951e-10,0.493678200284637,0.2939,0.198780555555556,0.0660533333333333,0.0188038888888889
53668495,NC_045548.1,53668495,53668495,0.2308,1.58999145727353e-07,0.663413104511251,0.2939,0.218238888888889,0.121166666666667,0.0107055555555556
53668500,NC_045548.1,53668500,53668500,0.2304,1.46951819884701e-07,0.661238302597323,0.2939,0.217966666666667,0.120433333333333,0.0108
53668507,NC_045548.1,53668507,53668507,0.2316,9.15736039297991e-09,0.601762194824593,0.29592,0.214833333333333,0.107733333333333,0.0130066666666667
53668653,NC_045548.1,53668653,53668653,0.233,3.62064298265611e-06,0.730452880459475,0.291006666666667,0.221052777777778,0.134266666666667,0.0084161111111111
53672157,NC_045548.1,53672157,53672157,0.0139,NA,NA,0.0172333333333333,0.00861666666666667,0,NA
53672176,NC_045548.1,53672176,53672176,0.2293,2.78273761492172e-10,0.510055758610469,0.2939,0.200788888888889,0.0719066666666667,0.0178855555555555
54092353,NC_045545.1,54092353,54092353,0.2565,0.000200689144221295,0.779552377785655,0.353986666666667,0.273955555555556,0.17422,0.00985222222222221
54092826,NC_045545.1,54092826,54092826,0.0167,NA,NA,0,0.02975,0.0585166666666667,NA
54092932,NC_045545.1,54092932,54092932,0.0993,0.0314848181861083,0.990087926176516,0.108426666666667,0.0879333333333333,0.0677666666666667,-0.000163333333333335
54111127,NC_045545.1,54111127,54111127,0.2317,0.028315138605396,0.975752423924676,0.228093333333333,0.265094444444444,0.303553333333333,-0.00072888888888889
54454065,NC_045548.1,54454065,54454065,0.4717,0.00244745784464687,0.790425841530194,0.453333333333333,0.472625,0.48762,0.00214833333333336
55144772,NC_045542.1,55144772,55144772,0.2775,2.07232534212192e-07,0.625166441052,0.124553333333333,0.237816666666667,0.32266,0.01421
55419554,NC_045552.1,55419554,55419554,0.0758,0.0653163446563511,0.967167695572948,0.124366666666667,0.09195,0.06146,-0.00096333333333333
55427172,NC_045552.1,55427172,55427172,0.0869,0.914742427032383,0.953111398111107,0.0756466666666667,0.0736611111111111,0.0733866666666667,-0.000855555555555554
55427469,NC_045552.1,55427469,55427469,0.3099,0.111043343987957,0.905139672650862,0.32202,0.290708333333333,0.26538,-0.00299166666666667
55428752,NC_045552.1,55428752,55428752,0.0565,0.000270415596370736,0.944819603406837,0.00666666666666667,0.0422916666666667,0.0761933333333333,0.000861666666666663
55428761,NC_045552.1,55428761,55428761,0.1873,0.448276320161335,0.913807275511046,0.208473333333333,0.194319444444444,0.184833333333333,-0.00233388888888891
56988266,NC_045548.1,56988266,56988266,0.2697,0.000382093097829031,0.815057369474614,0.218993333333333,0.298005555555556,0.36338,0.00681888888888893
58982965,NC_045544.1,58982965,58982965,0.4633,0.000287353807104508,0.322524065546249,0.474253333333333,0.426538888888889,0.329846666666667,0.0244888888888889
58992289,NC_045544.1,58992289,58992289,0.0479,0.00597946410781347,0.986926127744776,0.0166666666666667,0.0465694444444444,0.0759933333333333,0.000239444444444445
59018472,NC_045544.1,59018472,59018472,0.0278,0.000968424941119678,0.958074077962048,0.0739533333333333,0.0404694444444444,0.00556666666666667,0.000709444444444443
59025979,NC_045544.1,59025979,59025979,0.4714,0.000941201200491219,0.418362591970265,0.47676,0.432363888888889,0.348446666666667,0.0197605555555556
59030837,NC_045544.1,59030837,59030837,0.0846,0.455835567533161,0.951367902284034,0.0493133333333333,0.0579472222222222,0.06874,-0.00107944444444444
59057824,NC_045544.1,59057824,59057824,0.1335,0.000156296354288106,0.891044793216355,0.0333333333333333,0.103358333333333,0.16662,0.00338166666666667
59081376,NC_045546.1,59081376,59081376,0.2249,2.67726765533315e-11,0.398465552870092,0.03666,0.191525,0.29712,0.024635
59104849,NC_045546.1,59104849,59104849,0.0437,NA,NA,0,0.0252,0.05008,NA
59472211,NC_045552.1,59472211,59472211,0.0227,NA,NA,0.0416666666666667,0.0208333333333333,0,NA
60319021,NC_045543.1,60319021,60319021,0.0516,0.00139191225565752,0.980678797883517,0.05766,0.0380083333333333,0.0179466666666667,0.000204999999999997
60481695,NC_045550.1,60481695,60481695,0.3707,0.00033554651987093,0.571033993923341,0.292233333333333,0.373036111111111,0.427253333333333,0.0132927777777778
60485679,NC_045550.1,60485679,60485679,0.145,5.23013149981576e-06,0.829208918189614,0.179233333333333,0.127113888888889,0.0680466666666667,0.00347388888888889
61956308,NC_045545.1,61956308,61956308,0.4975,0.000132518565427836,0.714574577354772,0.419053333333333,0.467936111111111,0.50266,0.00707944444444442
62950376,NC_045542.1,62950376,62950376,0.0506,0.0243749814967563,0.993828210963835,0.0785733333333333,0.0502722222222222,0.0222333333333333,-0.000131111111111117
62952601,NC_045542.1,62952601,62952601,0.4151,0.0338571222401554,0.926902006484981,0.396226666666667,0.449305555555556,0.5089,-0.00325777777777775
62952660,NC_045542.1,62952660,62952660,0.0415,0.159915276631855,0.974486131365659,0.0459666666666667,0.031825,0.0185333333333333,-0.000425000000000002
62952818,NC_045542.1,62952818,62952818,0.4163,0.0297515619124326,0.947834818785403,0.395493333333333,0.450488888888889,0.510126666666667,-0.00232111111111111
62997791,NC_045542.1,62997791,62997791,0.0901,0.0193030858109771,0.995125565288868,0.104486666666667,0.0802388888888889,0.0561666666666667,-8.77777777777838e-05
62997859,NC_045542.1,62997859,62997859,0.4818,0.623824321638626,0.557645514710948,0.490546666666667,0.487902777777778,0.498746666666667,-0.00674388888888888
64450445,NC_045547.1,64450445,64450445,0.0196,NA,NA,0,0.0919666666666667,0.1804,NA
64582607,NC_045547.1,64582607,64582607,0.0339,NA,NA,0,0.025,0.04922,NA
64584178,NC_045547.1,64584178,64584178,0.3445,0.912311229549016,0.853045129493209,0.326006666666667,0.323994444444444,0.329,-0.00350888888888889
64607047,NC_045547.1,64607047,64607047,0.2377,0.0033492286594583,0.921474091617723,0.1992,0.252675,0.30152,0.00231499999999996
64608392,NC_045547.1,64608392,64608392,0.02,NA,NA,0,0.0125,0.025,NA
67204953,NC_045548.1,67204953,67204953,0.1312,0.904075769470589,0.869052036224717,0.185593333333333,0.183094444444444,0.19156,-0.00548222222222222
67207881,NC_045548.1,67207881,67207881,0.1045,1.24503990617632e-06,0.868968861216833,0.12974,0.0840666666666667,0.0338666666666667,0.00226333333333333
67207883,NC_045548.1,67207883,67207883,0.1091,3.97926636798405e-06,0.847928580048818,0.148586666666667,0.0944722222222222,0.0338666666666667,0.00324555555555556
67338907,NC_045542.1,67338907,67338907,0.0624,0.0114896710774153,0.996059012492554,0.0166666666666667,0.0418833333333333,0.0669666666666667,6.66666666666663e-05
67605568,NC_045549.1,67605568,67605568,0.4569,0.127455787870773,0.792579690102648,0.44982,0.458627777777778,0.47346,-0.00301222222222219
67607785,NC_045549.1,67607785,67607785,0.1013,0.0104268688222818,0.988197236053596,0.0701933333333333,0.116755555555556,0.162593333333333,0.000362222222222222
67615233,NC_045549.1,67615233,67615233,0.3145,0.023918831831172,0.995909688180057,0.342733333333333,0.301680555555556,0.26088,-0.000126111111111105
68407046,NC_045549.1,68407046,68407046,0.1288,0.355153541353522,0.917396446664038,0.111333333333333,0.127269444444444,0.14894,-0.00286722222222224
68407081,NC_045549.1,68407081,68407081,0.0185,NA,NA,0.0235066666666667,0.0118166666666667,0,NA
68407130,NC_045549.1,68407130,68407130,0.3499,0.00829356325129171,0.941224607318992,0.378493333333333,0.333938888888889,0.28586,0.00176222222222222
68407143,NC_045549.1,68407143,68407143,0.3604,0.0145412655032029,0.978134173889113,0.374646666666667,0.333202777777778,0.290466666666667,0.000646111111111125
68407153,NC_045549.1,68407153,68407153,0.3617,0.0115751141744766,0.96165749720888,0.376886666666667,0.334797222222222,0.290466666666667,0.00112055555555557
68411484,NC_045549.1,68411484,68411484,0.4975,0.817470432373714,0.585975258885837,0.50794,0.500244444444444,0.504406666666667,-0.00592888888888887
68411564,NC_045549.1,68411564,68411564,0.2719,0.783432225727704,0.838142088476227,0.249913333333333,0.249816666666667,0.262906666666667,-0.00659333333333337
68411607,NC_045549.1,68411607,68411607,0.267,0.510345009731565,0.845293378018741,0.231633333333333,0.241286111111111,0.2642,-0.00663055555555556
68411682,NC_045549.1,68411682,68411682,0.2892,0.646585057976779,0.832720072783281,0.251146666666667,0.255211111111111,0.27334,-0.00703222222222222
69067706,NC_045548.1,69067706,69067706,0.3024,3.14925604480533e-05,0.559095339506429,0.362986666666667,0.293822222222222,0.196193333333333,0.0142322222222222
69067936,NC_045548.1,69067936,69067936,0.1314,1.39936404536071e-05,0.391093957336323,0.0552666666666667,0.122146666666667,0.18082,0.0166586666666667
69070904,NC_045548.1,69070904,69070904,0.04,NA,NA,0,0.025,0.05,NA
69283845,NC_045541.1,69283845,69283845,0.0599,0.053899957566718,0.985961960514413,0.08932,0.0730166666666667,0.05712,-0.000203333333333333
69294592,NC_045541.1,69294592,69294592,0.4412,0.130361561557418,0.893802846839812,0.44976,0.439702777777778,0.431846666666667,-0.00110055555555555
69294608,NC_045541.1,69294608,69294608,0.1476,0.0887574524630094,0.954855807871659,0.118186666666667,0.143783333333333,0.171846666666667,-0.00123333333333331
69294623,NC_045541.1,69294623,69294623,0.4801,0.871273604305677,0.676384923813842,0.48178,0.479716666666667,0.483653333333333,-0.003
69298519,NC_045541.1,69298519,69298519,0.0957,1.3952019540152e-05,0.837779848988355,0.143893333333333,0.0814111111111111,0.0107333333333333,0.00409777777777778
69298625,NC_045541.1,69298625,69298625,0.055,NA,NA,0.0698866666666667,0.0358,0,NA
69798331,NC_045546.1,69798331,69798331,0.2824,0.000230746394191028,0.836524144351619,0.183166666666667,0.251233333333333,0.30938,0.00496000000000002
69800304,NC_045546.1,69800304,69800304,0.0575,0.00779470916919573,0.989672382547529,0.0166666666666667,0.0449611111111111,0.0728866666666667,0.000184444444444445
71218346,NC_045543.1,71218346,71218346,0.0328,0.857254497652672,0.956305947451055,0.0454666666666667,0.0465944444444444,0.0493333333333333,-0.000805555555555552
71238088,NC_045551.1,71238088,71238088,0.031,NA,NA,0,0.0166666666666667,0.0333333333333333,NA
71969916,NC_045541.1,71969916,71969916,0.0858,0.457206351102439,0.872292819050304,0.13468,0.151513888888889,0.181493333333333,-0.00657277777777776
71969928,NC_045541.1,71969928,71969928,0.0861,0.714176013495101,0.863546129051239,0.142833333333333,0.147569444444444,0.166666666666667,-0.00718055555555555
71969934,NC_045541.1,71969934,71969934,0.0733,0.424859286673327,0.874073181297893,0.113793333333333,0.133388888888889,0.166666666666667,-0.0068411111111111
71974481,NC_045541.1,71974481,71974481,0.049,NA,NA,0.104133333333333,0.0546666666666667,0,NA
71974482,NC_045541.1,71974482,71974482,0.05,NA,NA,0.111706666666667,0.0588333333333333,0,NA
71974532,NC_045541.1,71974532,71974532,0.0489,0.000239085621292686,0.674009441875401,0.0946,0.05559,0.01428,-0.006882
72506088,NC_045541.1,72506088,72506088,0.0211,0.332608648697325,0.976221667228988,0.0458666666666667,0.0388333333333333,0.0323733333333333,-0.000286666666666671
73986977,NC_045547.1,73986977,73986977,0.1668,2.12204648020623e-09,0.686372617756447,0.238053333333333,0.171572222222222,0.0902466666666667,0.00742222222222222
74008442,NC_045547.1,74008442,74008442,0.0986,0.0114550521590607,0.992248921037162,0.128013333333333,0.085025,0.0415866666666667,0.000225000000000003
75052302,NC_045543.1,75052302,75052302,0.2534,5.23643977217125e-05,0.72201555389249,0.327406666666667,0.230052777777778,0.10408,0.0143094444444444
75059739,NC_045543.1,75059739,75059739,0.1584,0.00248671862230697,0.963747512495585,0.17322,0.139311111111111,0.10398,0.000711111111111107
75059757,NC_045543.1,75059757,75059757,0.1654,0.000719318382793722,0.938696321316519,0.18168,0.144291666666667,0.104513333333333,0.00119499999999997
75059759,NC_045543.1,75059759,75059759,0.1654,0.000719318382793722,0.938696321316519,0.18168,0.144291666666667,0.104513333333333,0.00119499999999997
75059760,NC_045543.1,75059760,75059760,0.4678,0.00251382481861392,0.754227615789044,0.4601,0.478275,0.49176,0.00234499999999999
75059796,NC_045543.1,75059796,75059796,0.168,0.002772730508924,0.962010764458588,0.175133333333333,0.142461111111111,0.108366666666667,0.000711111111111135
75059828,NC_045543.1,75059828,75059828,0.0146,NA,NA,0,0.00833333333333333,0.0166666666666667,NA
75059856,NC_045543.1,75059856,75059856,0.0715,2.62208240268999e-05,0.934516197300391,0.105466666666667,0.0731305555555556,0.03896,0.000917222222222222
75068325,NC_045543.1,75068325,75068325,0.3232,1.00339727700291e-05,0.588005922937732,0.385826666666667,0.281244444444444,0.12902,0.0238211111111111
75068416,NC_045543.1,75068416,75068416,0.0623,0.012503853290951,0.999019892899348,0.0388066666666667,0.0592972222222222,0.07976,1.38888888888897e-05
75076772,NC_045543.1,75076772,75076772,0.0618,2.56044418632143e-05,0.921014232961878,0.0064,0.0434583333333333,0.07832,0.00109833333333333
75084839,NC_045543.1,75084839,75084839,0.2446,0.00153909289054065,0.893112223527103,0.298246666666667,0.206947222222222,0.103886666666667,0.00588055555555556
75263490,NC_045548.1,75263490,75263490,0.4973,0.703108296436479,0.932152435293258,0.50612,0.50285,0.496906666666667,0.00133666666666665
75263536,NC_045548.1,75263536,75263536,0.413,0.855100590519485,0.755012917859571,0.42724,0.419683333333333,0.422666666666667,-0.00527
75263761,NC_045548.1,75263761,75263761,0.413,0.855100590519485,0.755012917859571,0.42724,0.419683333333333,0.422666666666667,-0.00527
75264166,NC_045548.1,75264166,75264166,0.0417,NA,NA,0.06,0.03,0,NA
75264298,NC_045548.1,75264298,75264298,0.413,0.855100590519485,0.755012917859571,0.42724,0.419683333333333,0.422666666666667,-0.00527
75264318,NC_045548.1,75264318,75264318,0.413,0.855100590519485,0.755012917859571,0.42724,0.419683333333333,0.422666666666667,-0.00527
75757084,NC_045544.1,75757084,75757084,0.1349,0.000827201974544815,0.942020556437873,0.0921466666666667,0.138016666666667,0.18116,0.00136333333333336
75787903,NC_045544.1,75787903,75787903,0.4523,1.99183395060336e-08,0.172549143871046,0.4771,0.449497222222222,0.39434,0.0137772222222222
75878819,NC_045544.1,75878819,75878819,0.1888,0.0340680506481828,0.972070681735534,0.219693333333333,0.190519444444444,0.16268,-0.000667222222222236
76374219,NC_045541.1,76374219,76374219,0.0152,0.0192490128658107,0.99910903896202,0.00666666666666667,0.0161305555555556,0.0256066666666667,-6.11111111111298e-06
76374313,NC_045541.1,76374313,76374313,0.0283,NA,NA,0.0344666666666667,0.0172333333333333,0,NA
76398381,NC_045541.1,76398381,76398381,0.502,0.0115058430972361,0.516606823487798,0.5069,0.496097222222222,0.47146,0.00691722222222219
76398576,NC_045541.1,76398576,76398576,0.5019,0.0189460930490779,0.581006658178304,0.507026666666667,0.496425,0.47412,0.00585166666666664
76463223,NC_045542.1,76463223,76463223,0.2581,0.00430743967371481,0.910794104069755,0.255693333333333,0.322652777777778,0.382613333333333,0.00349944444444444
77306582,NC_045546.1,77306582,77306582,0.2521,0.417962537192485,0.878925625129528,0.30668,0.290961111111111,0.281753333333333,-0.00325555555555557
77310918,NC_045546.1,77310918,77310918,0.23,0.226794246975251,0.910500941377313,0.21088,0.1846,0.16432,-0.003
77310919,NC_045546.1,77310919,77310919,0.2004,0.00317875603650725,0.957348106123604,0.20984,0.148647222222222,0.08428,0.00158722222222221
77310949,NC_045546.1,77310949,77310949,0.0948,0.000379948043445613,0.95562816899828,0.110653333333333,0.0802833333333333,0.0485533333333333,0.00068
77310955,NC_045546.1,77310955,77310955,0.3535,0.00960251972633778,0.993248451268056,0.4115,0.378144444444444,0.345106666666667,-0.000158888888888875
77311004,NC_045546.1,77311004,77311004,0.3198,0.943408058802578,0.84528778572075,0.3341,0.329136111111111,0.332033333333333,-0.00393055555555555
77311012,NC_045546.1,77311012,77311012,0.3069,0.914442626214506,0.861336820589393,0.3255,0.320844444444444,0.322653333333333,-0.00323222222222225
77436565,NC_045549.1,77436565,77436565,0.4004,0.268523266960929,0.772917066411099,0.38698,0.399111111111111,0.42424,-0.00649888888888894
77441213,NC_045549.1,77441213,77441213,0.0602,0.0401209319784699,0.989469334426078,0.0744333333333333,0.0563944444444444,0.0386733333333333,-0.000158888888888889
77441302,NC_045549.1,77441302,77441302,0.3588,0.191275280789781,0.852248496090046,0.340253333333333,0.354069444444444,0.375066666666667,-0.00359055555555554
77555186,NC_045546.1,77555186,77555186,0.0252,0.0580059121520461,0.980138254339953,0.0139,0.0398194444444444,0.0666666666666667,-0.000463888888888889
77561327,NC_045546.1,77561327,77561327,0.0242,0.0532195596968641,0.981668881485111,0.0128333333333333,0.0393222222222222,0.0666666666666667,-0.000427777777777777
79529162,NC_045558.1,79529162,79529162,0.4087,0.332624407891009,0.66067346248474,0.43928,0.445980555555556,0.478213333333333,-0.0127661111111111
80157313,NC_045541.1,80157313,80157313,0.4097,1.20505897654754e-10,0.205722526629044,0.437586666666667,0.342127777777778,0.151666666666667,0.0475011111111111
80157548,NC_045548.1,80157548,80157548,0.3833,0.00432014306419638,0.906471445344905,0.3961,0.429880555555556,0.459873333333333,0.00189388888888886
80157606,NC_045548.1,80157606,80157606,0.327,0.293233588798011,0.889081142289206,0.303553333333333,0.315438888888889,0.332653333333333,-0.00266444444444447
80157681,NC_045548.1,80157681,80157681,0.3139,0.467948937849516,0.898919703079188,0.269606666666667,0.277177777777778,0.289486666666667,-0.00236888888888886
80157711,NC_045548.1,80157711,80157711,0.25,0.0283281822506383,0.979929948202301,0.214933333333333,0.260063888888889,0.303906666666667,0.000643888888888888
80158400,NC_045548.1,80158400,80158400,0.0468,0.365476350202643,0.9579915548669,0.0503866666666667,0.0599555555555556,0.07118,-0.000827777777777781
80158407,NC_045548.1,80158407,80158407,0.0483,0.00906790601124766,0.9962933140744,0.0128333333333333,0.0291194444444444,0.0453266666666667,3.94444444444426e-05
80167631,NC_045548.1,80167631,80167631,0.0563,0.00989408482686121,0.995957750914031,0.0145,0.0341222222222222,0.05364,5.22222222222243e-05
80174077,NC_045541.1,80174077,80174077,0.202,0.000627766510676937,0.910586257992647,0.120486666666667,0.184566666666667,0.242946666666667,0.00284999999999999
80367301,NC_045548.1,80367301,80367301,0.1631,0.112043081500024,0.945031907888776,0.131873333333333,0.157288888888889,0.185973333333333,-0.00163444444444444
80368246,NC_045548.1,80368246,80368246,0.0562,0.086561289322787,0.984771989096516,0.0264533333333333,0.0383277777777778,0.0505733333333333,-0.00018555555555555
80368312,NC_045548.1,80368312,80368312,0.0288,0.000797977561202365,0.979700453828545,0.00693333333333333,0.0237111111111111,0.0401533333333333,0.000167777777777777
82123126,NC_045558.1,82123126,82123126,0.4919,0.105707796914776,0.287969401320899,0.521846666666667,0.515597222222222,0.459106666666667,0.0251205555555556
82308396,NC_045542.1,82308396,82308396,0.0292,0.627148192584096,0.984401685101605,0.0190333333333333,0.0169222222222222,0.0150333333333333,-0.000111111111111114
82315837,NC_045542.1,82315837,82315837,0.1176,3.63638483304191e-06,0.819033745513063,0.165913333333333,0.101661111111111,0.0280333333333333,0.00468777777777779
83037665,NC_045541.1,83037665,83037665,0.2268,0.901542795928989,0.875351525393505,0.212513333333333,0.205233333333333,0.2071,-0.00457333333333335
83040297,NC_045541.1,83040297,83040297,0.4217,2.64730863229725e-07,0.186154474516279,0.35232,0.434719444444444,0.474066666666667,0.0215261111111111
83040340,NC_045541.1,83040340,83040340,0.1699,0.000670003694403755,0.916370579665331,0.200033333333333,0.156608333333333,0.109486666666667,0.00184833333333331
83040392,NC_045541.1,83040392,83040392,0.5475,0.227506069761337,3.55806220207834e-05,0.481866666666667,0.535733333333333,0.453046666666667,0.0682766666666666
83040469,NC_045541.1,83040469,83040469,0.4257,0.00138212150548906,0.951006088393876,0.386273333333333,0.417494444444444,0.450826666666667,-0.00105555555555553
83042299,NC_045541.1,83042299,83042299,0.092,4.83536558000074e-05,0.933782637409447,0.11218,0.0780027777777778,0.0417866666666667,0.00101944444444445
83042321,NC_045541.1,83042321,83042321,0.4506,4.00362248957984e-06,0.17708688212869,0.403893333333333,0.459788888888889,0.485166666666667,0.0152588888888889
83042344,NC_045541.1,83042344,83042344,0.4185,1.98855665630668e-07,0.195698765066143,0.354206666666667,0.434411111111111,0.473386666666667,0.0206144444444445
83042362,NC_045541.1,83042362,83042362,0.4867,1.401347112695e-07,0.015196234928243,0.42832,0.48655,0.499313333333333,0.0227333333333333
83042404,NC_045541.1,83042404,83042404,0.4049,1.12342270695354e-06,0.241155711002006,0.327906666666667,0.418558333333333,0.46488,0.022165
83042438,NC_045541.1,83042438,83042438,0.3447,0.0431421699985772,0.956177677672239,0.337866666666667,0.358363888888889,0.38048,-0.000809444444444474
83042446,NC_045541.1,83042446,83042446,0.3105,0.156539732995328,0.941250639474959,0.296246666666667,0.307602777777778,0.32074,-0.000890555555555561
83044081,NC_045541.1,83044081,83044081,0.5,0.354725609558168,0.504096543000671,0.49976,0.499972222222222,0.502166666666667,-0.000991111111111109
83044096,NC_045541.1,83044096,83044096,0.4017,2.92247736720236e-08,0.11797146131277,0.452073333333333,0.386477777777778,0.24388,0.0385011111111111
83044138,NC_045541.1,83044138,83044138,0.4233,1.702996783593e-07,0.171975490919392,0.354206666666667,0.436225,0.474826666666667,0.0217083333333333
83044209,NC_045541.1,83044209,83044209,0.4954,0.768136127001073,0.587250615521909,0.496853333333333,0.496172222222222,0.497706666666667,-0.00110777777777776
83044210,NC_045541.1,83044210,83044210,0.1842,0.0105439463242861,0.985004626091874,0.176453333333333,0.214702777777778,0.252186666666667,0.00038277777777776
