INFO,scaffold,start,end,mid,sites,pi_Meadow,pi_Lake,dxy_Meadow_Lake,Fst_Meadow_Lake,Category_I,Category_2
JAK2,NC_045543.1,75076772,75076772,75076772,1,0.1093,0.0092,0.0618,0.0225,PI3K,
JUN,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxidative_stress,
KITLG,NA,NA,NA,NA,NA,NA,NA,NA,NA,color,
KL,NC_045546.1,25045210,25045210,25045210,1,0.3433,0.3346,0.3376,-0.002,IILS,
KL,NC_045546.1,25046811,25046811,25046811,1,0.1606,0.1017,0.1313,-0.0136,IILS,
KL,NC_045546.1,25030592,25030592,25030592,1,0.1572,0.1931,0.1749,-0.0011,IILS,
KL,NC_045546.1,25030761,25030761,25030761,1,0.0442,0,0.0225,0.0122,IILS,
KL,NC_045546.1,25030916,25030916,25030916,1,0.3819,0.3989,0.3888,-0.0017,IILS,
KL,NC_045546.1,25044976,25044976,25044976,1,0.3411,0.3325,0.3354,-0.002,IILS,
KL,NC_045546.1,25048437,25048437,25048437,1,0.0396,0,0.02,0.0877,IILS,
KL,NC_045546.1,25030931,25030931,25030931,1,0.0973,0.0093,0.0552,0.0019,IILS,
KL,NC_045546.1,25046836,25046836,25046836,1,0.0469,0,0.0238,-0.0511,IILS,
KL,NC_045546.1,25046812,25046812,25046812,1,0.3484,0.2855,0.3173,-0.0064,IILS,
KLHL24,NC_045550.1,26663815,26663815,26663815,1,0.1188,0.0717,0.0955,0.0015,random,
KMT2C,NC_045558.1,9328851,9328851,9328851,1,0,0.0315,0.0159,0.06,random,
KMT2C,NC_045558.1,9353351,9353351,9353351,1,0.3475,0.228,0.2938,-0.0029,random,
KMT2C,NC_045558.1,9353400,9353400,9353400,1,0.3475,0.2334,0.2959,-7e-04,random,
KMT2C,NC_045558.1,9354239,9354239,9354239,1,0.3517,0.2307,0.2976,-0.0028,random,
KMT2C,NC_045558.1,9354351,9354351,9354351,1,0,0.0931,0.0486,0.0926,random,
KMT2C,NC_045558.1,9354782,9354782,9354782,1,0.078,0.028,0.0533,-0.0182,random,
KMT2C,NC_045558.1,9358298,9358298,9358298,1,0.3559,0.2483,0.3069,0.0023,random,
KMT2C,NC_045558.1,9394284,9394284,9394284,1,0.2802,0.0957,0.2,-0.0064,random,
KMT2C,NC_045558.1,9343932,9343932,9343932,1,0.3475,0.228,0.2938,-0.0029,random,
KMT2C,NC_045558.1,9344255,9344255,9344255,1,0.3517,0.2253,0.2956,-0.0053,random,
KMT2C,NC_045558.1,9344504,9344504,9344504,1,0.2266,0.2766,0.251,0.0044,random,
KMT2C,NC_045558.1,9344537,9344537,9344537,1,NA,NA,NA,NA,random,
KMT2C,NC_045558.1,9344732,9344732,9344732,1,0.0639,0,0.0328,-0.0642,random,
KMT2C,NC_045558.1,9349282,9349282,9349282,1,0.3517,0.228,0.2966,-0.004,random,
KMT2C,NC_045558.1,9349785,9349785,9349785,1,0.0492,0.0763,0.0625,0.0177,random,
KMT2C,NC_045558.1,9350348,9350348,9350348,1,0.4978,0.4548,0.4827,0.0042,random,
KMT2C,NC_045558.1,9343927,9343927,9343927,1,0.3302,0.3013,0.3139,-0.0045,random,
KMT2C,NC_045558.1,9330440,9330440,9330440,1,0.0336,0.1058,0.0706,0.0106,random,
KMT2C,NC_045558.1,9333771,9333771,9333771,1,0.2266,0.4646,0.397,0.083,random,
KRAS,NC_045547.1,8040397,8040397,8040397,1,0.0288,0,0.0146,0.0061,PI3K,
LEPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,metabolism,Lipid Metabolism
LIN7C,NA,NA,NA,NA,NA,NA,NA,NA,NA,random,
LOC116502538,NC_045542.1,876428,876428,876428,1,0.1415,0.1282,0.1344,-0.0019,metabolism,Lipid Metabolism
LOC116502538,NC_045542.1,876446,876446,876446,1,0,0.0275,0.0139,0.0035,metabolism,Lipid Metabolism
LOC116502538,NC_045542.1,888260,888260,888260,1,0.1438,0.0474,0.098,0.0085,metabolism,Lipid Metabolism
LOC116502538,NC_045542.1,867595,867595,867595,1,0.2909,0.3375,0.3143,-0.0021,metabolism,Lipid Metabolism
LOC116502538,NC_045542.1,871056,871056,871056,1,0.4349,0.2442,0.3688,0.0391,metabolism,Lipid Metabolism
LOC116502538,NC_045542.1,881479,881479,881479,1,0.1245,0.3435,0.2563,0.049,metabolism,Lipid Metabolism
LOC116502538,NC_045542.1,876481,876481,876481,1,0.034,0.0627,0.0484,0.0028,metabolism,Lipid Metabolism
LOC116502538,NC_045542.1,876503,876503,876503,1,0.2573,0.4287,0.3666,0.0341,metabolism,Lipid Metabolism
LOC116502538,NC_045542.1,876543,876543,876543,1,0.3152,0.2968,0.3049,-0.0015,metabolism,Lipid Metabolism
LOC116502538,NC_045542.1,890706,890706,890706,1,0.0663,0.0162,0.0418,0.0061,metabolism,Lipid Metabolism
LOC116502538,NC_045542.1,890679,890679,890679,1,0.1139,0.1212,0.1171,-0.0017,metabolism,Lipid Metabolism
LOC116502538,NC_045542.1,888310,888310,888310,1,0.1561,0.0528,0.1073,0.0146,metabolism,Lipid Metabolism
LOC116502538,NC_045542.1,876472,876472,876472,1,0.1835,0.2317,0.2077,3e-04,metabolism,Lipid Metabolism
LOC116502538,NC_045542.1,881476,881476,881476,1,0.0749,0.041,0.058,0.003,metabolism,Lipid Metabolism
LOC116502538,NC_045542.1,890678,890678,890678,1,0.0396,0.0227,0.0309,0.0197,metabolism,Lipid Metabolism
LOC116503018,NC_045542.1,32850398,32850398,32850398,1,0.1199,0.0649,0.0926,-0.0178,oxphos,ETC complex iv
LOC116503212,NA,NA,NA,NA,NA,NA,NA,NA,NA,random,
LOC116503374,NC_045542.1,170738880,170738880,170738880,1,0.1061,0.1295,0.1169,0.006,NA,NA
LOC116503374,NC_045542.1,170745885,170745885,170745885,1,NA,NA,NA,NA,NA,NA
LOC116503374,NC_045542.1,170776440,170776440,170776440,1,NA,NA,NA,NA,NA,NA
LOC116503374,NC_045542.1,170776451,170776451,170776451,1,0.2747,0.1777,0.2264,-0.0052,NA,NA
LOC116503374,NC_045542.1,170776455,170776455,170776455,1,0.5034,0.5063,0.5013,-0.0033,NA,NA
LOC116503374,NC_045542.1,170776474,170776474,170776474,1,0.4553,0.5058,0.4899,0.0193,NA,NA
LOC116503374,NC_045542.1,170780722,170780722,170780722,1,NA,0.5794,NA,NA,NA,NA
LOC116503374,NC_045542.1,170780795,170780795,170780795,1,NA,NA,NA,NA,NA,NA
LOC116503374,NC_045542.1,170780828,170780828,170780828,1,NA,0.5072,0.4842,NA,NA,NA
LOC116503374,NC_045542.1,170780840,170780840,170780840,1,NA,0.5116,0.5,NA,NA,NA
LOC116503374,NC_045542.1,170812870,170812870,170812870,1,NA,0.4667,0.4167,NA,NA,NA
LOC116503374,NC_045542.1,170812876,170812876,170812876,1,NA,NA,NA,NA,NA,NA
LOC116503374,NC_045542.1,170812944,170812944,170812944,1,0.362,0.3012,0.3277,-0.0019,NA,NA
LOC116503374,NC_045542.1,170812945,170812945,170812945,1,0.0238,0.1315,0.0802,0.0554,NA,NA
LOC116503374,NC_045542.1,170812959,170812959,170812959,1,0.0385,0.2738,0.1722,-0.0301,NA,NA
LOC116503374,NC_045542.1,170812965,170812965,170812965,1,0.0986,0.1818,0.141,0.031,NA,NA
LOC116503374,NC_045542.1,170813008,170813008,170813008,1,0.2494,0.2331,0.2374,-0.0105,NA,NA
LOC116503374,NC_045542.1,170813010,170813010,170813010,1,0.1215,0.043,0.0831,-0.0235,NA,NA
LOC116503374,NC_045542.1,170813013,170813013,170813013,1,NA,NA,NA,NA,NA,NA
LOC116503374,NC_045542.1,170813040,170813040,170813040,1,0.0556,0.1656,0.1121,0.0919,NA,NA
LOC116503374,NC_045542.1,170877932,170877932,170877932,1,NA,NA,NA,NA,NA,NA
LOC116503374,NC_045542.1,170877937,170877937,170877937,1,0.1197,0.2218,0.1711,-0.0268,NA,NA
LOC116503374,NC_045542.1,170878091,170878091,170878091,1,0.4173,NA,0.401,NA,NA,NA
LOC116503374,NC_045542.1,170879061,170879061,170879061,1,0.6402,0.6738,0.6681,0.0098,NA,NA
LOC116503374,NC_045542.1,170879065,170879065,170879065,1,NA,NA,NA,NA,NA,NA
LOC116503374,NC_045542.1,170879067,170879067,170879067,1,0.6492,0.6708,0.6678,0.0063,NA,NA
LOC116503374,NC_045542.1,170879091,170879091,170879091,1,0.4806,0.418,0.4545,0.0023,NA,NA
LOC116503374,NC_045542.1,170879106,170879106,170879106,1,0.0881,0.1487,0.1182,0.043,NA,NA
LOC116503374,NC_045542.1,170879145,170879145,170879145,1,0.4744,0.4486,0.4591,-0.0022,NA,NA
LOC116503374,NC_045542.1,170882310,170882310,170882310,1,0.2352,0.2814,0.2561,-0.0088,NA,NA
LOC116503374,NC_045542.1,170882320,170882320,170882320,1,0.4909,0.5018,0.5073,0.0124,NA,NA
LOC116503374,NC_045542.1,170903667,170903667,170903667,1,0.3386,0.1817,0.2702,0.0032,NA,NA
LOC116503374,NC_045542.1,170904572,170904572,170904572,1,0.3545,0.3987,0.3752,-0.0012,NA,NA
LOC116503374,NC_045542.1,170905648,170905648,170905648,1,0.2377,0.4048,0.339,0.0491,NA,NA
LOC116503374,NC_045542.1,170905723,170905723,170905723,1,0.3734,0.4396,0.4078,0.0076,NA,NA
LOC116503374,NC_045542.1,170905747,170905747,170905747,1,0.1224,0.0931,0.1071,-0.0193,NA,NA
LOC116503374,NC_045542.1,170908818,170908818,170908818,1,0.2984,0.2303,0.2634,-0.0034,NA,NA
LOC116503374,NC_045542.1,170911425,170911425,170911425,1,0.0196,0.0805,0.0507,0.038,NA,NA
LOC116503374,NC_045542.1,171076486,171076486,171076486,1,0.426,0.4827,0.4528,0.002,NA,NA
LOC116503374,NC_045542.1,171076514,171076514,171076514,1,0.0244,0.0876,0.0565,0.0673,NA,NA
LOC116503374,NC_045542.1,171076546,171076546,171076546,1,NA,NA,NA,NA,NA,NA
LOC116503374,NC_045542.1,171076547,171076547,171076547,1,0.464,0.4503,0.4507,-0.0058,NA,NA
LOC116503374,NC_045542.1,171077303,171077303,171077303,1,0.2562,0.2804,0.266,-0.0024,NA,NA
LOC116503374,NC_045542.1,171077338,171077338,171077338,1,NA,NA,NA,NA,NA,NA
LOC116503374,NC_045542.1,171077343,171077343,171077343,1,NA,0.4657,0.5651,NA,NA,NA
LOC116503374,NC_045542.1,171077391,171077391,171077391,1,0.2936,0.3554,0.3221,-0.0145,NA,NA
LOC116503374,NC_045542.1,171077516,171077516,171077516,1,0.5014,0.4964,0.4939,-0.0055,NA,NA
LOC116503374,NC_045542.1,171078486,171078486,171078486,1,0.4271,0.4807,0.4543,0.0035,NA,NA
LOC116503374,NC_045542.1,171081697,171081697,171081697,1,0.4483,0.3663,0.4093,-0.0087,NA,NA
LOC116503374,NC_045542.1,171081774,171081774,171081774,1,0.3074,0.4325,0.3822,0.0191,NA,NA
LOC116503374,NC_045542.1,171081807,171081807,171081807,1,0.0362,0.0431,0.0393,0.0039,NA,NA
LOC116503374,NC_045542.1,171081821,171081821,171081821,1,0.3111,0.2836,0.2947,-0.0069,NA,NA
LOC116503374,NC_045542.1,171081833,171081833,171081833,1,0.4966,0.4125,0.4716,0.0067,NA,NA
LOC116503374,NC_045542.1,171081834,171081834,171081834,1,0.4991,0.4947,0.4924,-0.005,NA,NA
LOC116503374,NC_045542.1,171081835,171081835,171081835,1,0.0855,0.1516,0.1194,0.0082,NA,NA
LOC116503374,NC_045542.1,171081846,171081846,171081846,1,0.2337,0.3046,0.2688,-0.0024,NA,NA
LOC116503374,NC_045542.1,171167847,171167847,171167847,1,NA,NA,NA,NA,NA,NA
LOC116503374,NC_045542.1,171177811,171177811,171177811,1,0.5021,0.5098,0.5,-0.0055,NA,NA
LOC116503374,NC_045542.1,171216489,171216489,171216489,1,0.4818,0.4463,0.4628,-0.0073,NA,NA
LOC116503374,NC_045542.1,171216555,171216555,171216555,1,NA,NA,NA,NA,NA,NA
LOC116503374,NC_045542.1,171252113,171252113,171252113,1,0.4596,0.3738,0.4236,0.0078,NA,NA
LOC116503374,NC_045542.1,171252134,171252134,171252134,1,0.4223,0.4193,0.4169,-0.0044,NA,NA
LOC116503374,NC_045542.1,171252163,171252163,171252163,1,0.4465,0.4695,0.4553,-0.0027,NA,NA
LOC116503374,NC_045542.1,171252172,171252172,171252172,1,0.1504,0.0871,0.1193,-0.0154,NA,NA
LOC116503374,NC_045542.1,171252195,171252195,171252195,1,0.4465,0.4309,0.4353,-0.005,NA,NA
LOC116503374,NC_045542.1,171252227,171252227,171252227,1,0.3905,0.4139,0.3985,-0.0045,NA,NA
LOC116503374,NC_045542.1,171252297,171252297,171252297,1,NA,NA,NA,NA,NA,NA
LOC116503374,NC_045542.1,171252302,171252302,171252302,1,0.4682,0.4605,0.4597,-0.0048,NA,NA
LOC116503374,NC_045542.1,171252332,171252332,171252332,1,0.4463,0.4221,0.4317,-0.003,NA,NA
LOC116503374,NC_045542.1,171252349,171252349,171252349,1,0.4624,0.3854,0.4301,0.0045,NA,NA
LOC116503374,NC_045542.1,171255395,171255395,171255395,1,0.5,0.418,0.4793,0.0174,NA,NA
LOC116503374,NC_045542.1,171257353,171257353,171257353,1,0.2807,0.3824,0.3362,0.0184,NA,NA
LOC116503374,NC_045542.1,171284586,171284586,171284586,1,0.1874,0.2596,0.223,0.0134,NA,NA
LOC116503374,NC_045542.1,171284636,171284636,171284636,1,0.1313,0.0615,0.0967,0.06,NA,NA
LOC116503374,NC_045542.1,171284645,171284645,171284645,1,0.0841,0.0263,0.0553,-0.008,NA,NA
LOC116503374,NC_045542.1,171284668,171284668,171284668,1,0.3408,0.3026,0.3188,-0.0023,NA,NA
LOC116503374,NC_045542.1,171284679,171284679,171284679,1,NA,NA,NA,NA,NA,NA
LOC116503374,NC_045542.1,171284700,171284700,171284700,1,0.2257,0.2303,0.2254,-0.0063,NA,NA
LOC116503374,NC_045542.1,171284712,171284712,171284712,1,0.0169,0.0838,0.0512,0.0413,NA,NA
LOC116503374,NC_045542.1,171284717,171284717,171284717,1,0.2927,0.3136,0.3009,0,NA,NA
LOC116503374,NC_045542.1,171284770,171284770,171284770,1,NA,NA,NA,NA,NA,NA
LOC116503374,NC_045542.1,171284775,171284775,171284775,1,0.0336,0.1403,0.0897,0.0608,NA,NA
LOC116503374,NC_045542.1,171284780,171284780,171284780,1,0.1491,0.2599,0.2081,0.029,NA,NA
LOC116503374,NC_045542.1,171284805,171284805,171284805,1,0.0374,0.0284,0.0326,-0.0198,NA,NA
LOC116503374,NC_045542.1,170736705,170736705,170736705,1,0.2353,0.2995,0.2677,0.0095,NA,NA
LOC116503374,NC_045542.1,170736755,170736755,170736755,1,0.2571,0.2373,0.2455,-0.0046,NA,NA
LOC116503374,NC_045542.1,170737171,170737171,170737171,1,0.062,0.223,0.1505,0.045,NA,NA
LOC116503374,NC_045542.1,170734994,170734994,170734994,1,0.3698,0.3446,0.3551,-0.005,NA,NA
LOC116503374,NC_045542.1,170735688,170735688,170735688,1,0.4411,0.4262,0.4323,-0.003,NA,NA
LOC116503374,NC_045542.1,170735717,170735717,170735717,1,NA,NA,NA,NA,NA,NA
LOC116503374,NC_045542.1,170735745,170735745,170735745,1,0.2238,0.2363,0.2283,-0.0021,NA,NA
LOC116503374,NC_045542.1,170735853,170735853,170735853,1,0.1583,0.2935,0.2327,0.0371,NA,NA
LOC116503374,NC_045542.1,170736546,170736546,170736546,1,0.3302,0.3942,0.3632,0.0057,NA,NA
LOC116503374,NC_045542.1,170736609,170736609,170736609,1,0.1865,0.2397,0.2128,0.0078,NA,NA
LOC116503374,NC_045542.1,170736656,170736656,170736656,1,0.1337,0.1556,0.1438,0.0027,NA,NA
LOC116503374,NC_045542.1,170736664,170736664,170736664,1,0.4146,0.4206,0.4155,-0.0021,NA,NA
LOC116503374,NC_045542.1,170736677,170736677,170736677,1,0.3317,0.4207,0.3815,0.0116,NA,NA
LOC116503374,NC_045542.1,170737297,170737297,170737297,1,0.273,0.1704,0.2247,-0.004,NA,NA
LOC116503374,NC_045542.1,170737301,170737301,170737301,1,0.2905,0.1664,0.2338,-0.009,NA,NA
LOC116503374,NC_045542.1,170737317,170737317,170737317,1,0.3465,0.2637,0.307,-0.0062,NA,NA
LOC116503374,NC_045542.1,170737178,170737178,170737178,1,0.1317,0.2928,0.2219,0.0442,NA,NA
LOC116503374,NC_045542.1,170737186,170737186,170737186,1,0.5036,0.5031,0.5005,-0.0029,NA,NA
LOC116503374,NC_045542.1,170737188,170737188,170737188,1,0.163,0.2827,0.2277,0.0269,NA,NA
LOC116503374,NC_045542.1,170737219,170737219,170737219,1,0.163,0.1942,0.1776,0.0029,NA,NA
LOC116503374,NC_045542.1,170737252,170737252,170737252,1,0.1275,0.0884,0.1076,-0.0204,NA,NA
LOC116503374,NC_045542.1,170737263,170737263,170737263,1,0.1654,0.1464,0.1549,-0.0085,NA,NA
LOC116503374,NC_045542.1,170737269,170737269,170737269,1,0.4293,0.4666,0.4478,0.0042,NA,NA
LOC116503374,NC_045542.1,170737284,170737284,170737284,1,0.331,0.4279,0.3863,0.0147,NA,NA
LOC116503374,NC_045542.1,170737285,170737285,170737285,1,0.1393,0.2651,0.207,0.0421,NA,NA
LOC116503374,NC_045542.1,170737292,170737292,170737292,1,0.273,0.1684,0.2239,-0.0054,NA,NA
LOC116503374,NC_045542.1,170737354,170737354,170737354,1,0.1452,0.2885,0.2244,0.0338,NA,NA
LOC116503374,NC_045542.1,170737359,170737359,170737359,1,0.3417,0.3308,0.3335,-0.0062,NA,NA
LOC116503374,NC_045542.1,170737383,170737383,170737383,1,0.1495,0.2202,0.1855,0.016,NA,NA
LOC116503374,NC_045542.1,170737389,170737389,170737389,1,0,0.04,0.0203,0.071,NA,NA
LOC116503374,NC_045542.1,170737406,170737406,170737406,1,NA,NA,NA,NA,NA,NA
LOC116503374,NC_045542.1,170738209,170738209,170738209,1,0.0484,0.053,0.0503,-4e-04,NA,NA
LOC116503374,NC_045542.1,170738256,170738256,170738256,1,NA,0,0.0833,NA,NA,NA
LOC116503374,NC_045542.1,170738260,170738260,170738260,1,NA,0.2708,0.2692,NA,NA,NA
LOC116503374,NC_045542.1,170738272,170738272,170738272,1,0.0629,0.0272,0.0451,-0.0232,NA,NA
LOC116503377,NA,NA,NA,NA,NA,NA,NA,NA,NA,immune,MHC
LOC116503386,NC_045542.1,171490487,171490487,171490487,1,0.4976,0.4711,0.4857,-5e-04,immune,MHC
LOC116503386,NC_045542.1,171475806,171475806,171475806,1,0.4564,0.436,0.4434,-0.0055,immune,MHC
LOC116503386,NC_045542.1,171486970,171486970,171486970,1,0.504,0.5032,0.5,-0.0036,immune,MHC
LOC116503386,NC_045542.1,171487021,171487021,171487021,1,0.37,0.3314,0.3493,-0.0056,immune,MHC
LOC116503386,NC_045542.1,171489094,171489094,171489094,1,0.3932,0.4141,0.4013,-0.0013,immune,MHC
LOC116503386,NC_045542.1,171505688,171505688,171505688,1,0.4406,0.4747,0.4575,0.0015,immune,MHC
LOC116503386,NC_045542.1,171505697,171505697,171505697,1,0.2836,0.2796,0.2796,-0.0042,immune,MHC
LOC116503386,NC_045542.1,171487075,171487075,171487075,1,0.5038,0.5029,0.5002,-0.0032,immune,MHC
LOC116503386,NC_045542.1,171490489,171490489,171490489,1,0.4976,0.4736,0.4863,-9e-04,immune,MHC
LOC116503390,NC_045542.1,169616563,169616563,169616563,1,0.1625,0.1589,0.1592,-0.0051,immune,MHC
LOC116503390,NC_045542.1,169616577,169616577,169616577,1,0.2278,0.1228,0.1779,-0.0223,immune,MHC
LOC116503390,NC_045542.1,169618564,169618564,169618564,1,0.4936,0.4846,0.4854,-0.0041,immune,MHC
LOC116503390,NC_045542.1,169615519,169615519,169615519,1,0.4706,0.4936,0.472,-0.0087,immune,MHC
LOC116503390,NC_045542.1,169615580,169615580,169615580,1,0.4487,0.4045,0.4218,-0.009,immune,MHC
LOC116503390,NC_045542.1,169618128,169618128,169618128,1,0.191,0.1641,0.1762,-0.0049,immune,MHC
LOC116503390,NC_045542.1,169616475,169616475,169616475,1,0.0381,0.099,0.069,0.016,immune,MHC
LOC116503390,NC_045542.1,169616479,169616479,169616479,1,0.0891,0.0164,0.0537,-0.0162,immune,MHC
LOC116503390,NC_045542.1,169616487,169616487,169616487,1,NA,NA,NA,NA,immune,MHC
LOC116503390,NC_045542.1,169616523,169616523,169616523,1,0.0539,0.0924,0.0729,0.0092,immune,MHC
LOC116503390,NC_045542.1,169616529,169616529,169616529,1,0.3687,0.2651,0.3212,-0.0022,immune,MHC
LOC116503390,NC_045542.1,169616540,169616540,169616540,1,0.4981,0.4717,0.4853,-6e-04,immune,MHC
LOC116503390,NC_045542.1,169617160,169617160,169617160,1,0.5126,0.5325,0.5193,-0.0014,immune,MHC
LOC116503390,NC_045542.1,169617205,169617205,169617205,1,0.4057,0.3185,0.3651,-0.0062,immune,MHC
LOC116503390,NC_045542.1,169617212,169617212,169617212,1,0.6061,0.5315,0.5728,7e-04,immune,MHC
LOC116503390,NC_045542.1,169617214,169617214,169617214,1,0.4854,0.458,0.4696,-0.0046,immune,MHC
LOC116503390,NC_045542.1,169617872,169617872,169617872,1,0.2418,0.4394,0.3712,0.0541,immune,MHC
LOC116503390,NC_045542.1,169617888,169617888,169617888,1,0.4846,0.4998,0.4914,-2e-04,immune,MHC
LOC116503390,NC_045542.1,169617903,169617903,169617903,1,0.2991,0.395,0.3496,0.0154,immune,MHC
LOC116503390,NC_045542.1,169617912,169617912,169617912,1,0.4725,0.4471,0.4565,-0.0062,immune,MHC
LOC116503390,NC_045542.1,169617954,169617954,169617954,1,0.0156,0.1834,0.1076,0.0732,immune,MHC
LOC116503390,NC_045542.1,169617972,169617972,169617972,1,0.0159,0.1725,0.101,0.0748,immune,MHC
LOC116503390,NC_045542.1,169617984,169617984,169617984,1,0.1217,0.2334,0.1811,0.0226,immune,MHC
LOC116503390,NC_045542.1,169617986,169617986,169617986,1,0.2206,0.4218,0.349,0.0595,immune,MHC
LOC116503390,NC_045542.1,169617992,169617992,169617992,1,0.306,0.1354,0.2319,0.0047,immune,MHC
LOC116503390,NC_045542.1,169617993,169617993,169617993,1,0.3478,0.2523,0.3029,-1e-04,immune,MHC
LOC116503390,NC_045542.1,169618001,169618001,169618001,1,NA,NA,NA,NA,immune,MHC
LOC116503390,NC_045542.1,169618006,169618006,169618006,1,0.1948,0.2637,0.2297,0.0097,immune,MHC
LOC116503390,NC_045542.1,169618020,169618020,169618020,1,0.1948,0.1245,0.1602,-0.0068,immune,MHC
LOC116503390,NC_045542.1,169618043,169618043,169618043,1,0.4309,0.4981,0.49,0.0311,immune,MHC
LOC116503390,NC_045542.1,169618053,169618053,169618053,1,0.3174,0.3389,0.3262,-1e-04,immune,MHC
LOC116503390,NC_045542.1,169618074,169618074,169618074,1,0.3081,0.2635,0.2869,-0.0037,immune,MHC
LOC116503390,NC_045542.1,169616422,169616422,169616422,1,0.4163,0.4329,0.4211,-0.005,immune,MHC
LOC116503390,NC_045542.1,169618098,169618098,169618098,1,0.4613,0.4911,0.4772,0.001,immune,MHC
LOC116503390,NC_045542.1,169618127,169618127,169618127,1,0.4242,0.4541,0.4368,-0.0013,immune,MHC
LOC116503390,NC_045542.1,169617115,169617115,169617115,1,0.1181,0.2767,0.2064,0.0447,immune,MHC
LOC116503390,NC_045542.1,169617130,169617130,169617130,1,0.0745,0.0863,0.0799,0.0016,immune,MHC
LOC116503390,NC_045542.1,169617136,169617136,169617136,1,0.2205,0.23,0.2237,-0.0022,immune,MHC
LOC116503390,NC_045542.1,169617155,169617155,169617155,1,0.4981,0.5039,0.5,-5e-04,immune,MHC
LOC116503390,NC_045542.1,169616616,169616616,169616616,1,0.1638,0.1217,0.1419,-0.0231,immune,MHC
LOC116503390,NC_045542.1,169616628,169616628,169616628,1,0.5034,0.5053,0.4989,-0.0049,immune,MHC
LOC116503390,NC_045542.1,169616606,169616606,169616606,1,0.2409,0.2322,0.2344,-0.0069,immune,MHC
LOC116503390,NC_045542.1,169616614,169616614,169616614,1,0.3099,0.4596,0.4072,0.0447,immune,MHC
LOC116503390,NC_045542.1,169617105,169617105,169617105,1,0.1444,0.1556,0.1489,8e-04,immune,MHC
LOC116503390,NC_045542.1,169617003,169617003,169617003,1,0.505,0.3771,0.4597,0.0057,immune,MHC
LOC116503390,NC_045542.1,169617069,169617069,169617069,1,0.1477,0.4046,0.3026,0.0649,immune,MHC
LOC116503390,NC_045542.1,169618097,169618097,169618097,1,0.3979,0.4462,0.4223,-7e-04,immune,MHC
LOC116503394,NA,NA,NA,NA,NA,NA,NA,NA,NA,immune,MHC
LOC116503405,NC_045542.1,172893605,172893605,172893605,1,0.0193,0.0095,0.0144,0.0036,immune,MHC
LOC116503405,NC_045542.1,172893839,172893839,172893839,1,0.0672,0,0.0347,0.0068,immune,MHC
LOC116503405,NC_045542.1,172893856,172893856,172893856,1,0.372,0.3082,0.3417,0.0025,immune,MHC
LOC116503405,NC_045542.1,172897555,172897555,172897555,1,0.0193,0.0093,0.0142,-0.0011,immune,MHC
LOC116503405,NC_045542.1,172893739,172893739,172893739,1,0.2926,0.1931,0.2466,0.01,immune,MHC
LOC116503405,NC_045542.1,172898713,172898713,172898713,1,0.0355,0.0256,0.0305,-0.0014,immune,MHC
LOC116503736,NA,NA,NA,NA,NA,NA,NA,NA,NA,random,
LOC116503820,NC_045542.1,115920899,115920899,115920899,1,0.1679,0.0145,0.0976,-0.003,oxphos,ETC complex iii
LOC116503820,NC_045542.1,115920839,115920839,115920839,1,0.3368,0.1683,0.2658,0.019,oxphos,ETC complex iii
LOC116503820,NC_045542.1,115933749,115933749,115933749,1,0.164,0.2395,0.2032,0.0041,oxphos,ETC complex iii
LOC116503820,NC_045542.1,115933737,115933737,115933737,1,0.3835,0.3346,0.3596,2e-04,oxphos,ETC complex iii
LOC116503820,NC_045542.1,115941451,115941451,115941451,1,0.4945,0.4832,0.488,-0.0011,oxphos,ETC complex iii
LOC116503820,NC_045542.1,115925797,115925797,115925797,1,0.1647,0.1311,0.1476,4e-04,oxphos,ETC complex iii
LOC116504544,NC_045542.1,160894281,160894281,160894281,1,0.4114,0.3529,0.3829,-0.0039,random,
LOC116504544,NC_045542.1,160894596,160894596,160894596,1,0.446,0.3971,0.4225,-0.0027,random,
LOC116504544,NC_045542.1,160894615,160894615,160894615,1,0.2889,0.3683,0.3312,0.012,random,
LOC116504544,NC_045542.1,160894176,160894176,160894176,1,0.1865,0.0907,0.1407,-0.012,random,
LOC116504544,NC_045542.1,160894115,160894115,160894115,1,0.2286,0.3329,0.2833,0.0161,random,
LOC116504544,NC_045542.1,160912658,160912658,160912658,1,0.0891,0.1434,0.1161,-0.011,random,
LOC116504544,NC_045542.1,160912662,160912662,160912662,1,0.1942,0.2529,0.2226,-0.0084,random,
LOC116504544,NC_045542.1,160894455,160894455,160894455,1,0.2085,0.0649,0.1427,-0.0068,random,
LOC116504544,NC_045542.1,160894512,160894512,160894512,1,0.1561,0.3318,0.2577,0.0603,random,
LOC116504544,NC_045542.1,160895320,160895320,160895320,1,0.2951,0.3344,0.3133,0.0011,random,
LOC116504544,NC_045542.1,160895336,160895336,160895336,1,0.0861,0.0284,0.0577,-0.0419,random,
LOC116504544,NC_045542.1,160895341,160895341,160895341,1,0.4789,0.4293,0.4565,-0.0016,random,
LOC116504544,NC_045542.1,160895370,160895370,160895370,1,NA,NA,NA,NA,random,
LOC116504544,NC_045542.1,160895496,160895496,160895496,1,0.3824,0.3942,0.3855,-0.0024,random,
LOC116504544,NC_045542.1,160895513,160895513,160895513,1,0.3783,0.3668,0.3697,-0.0049,random,
